BehaviorSpace results (NetLogo 6.4.0),Table version 2.0,,,,,,,,
红绿__Traffic 2 Lanes.nlogo,,,,,,,,,
experiment21,,,,,,,,,
01/25/2024 04:48:10:343 +0800,,,,,,,0.046436678,23.39095236,594.0254496
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,
-20,20,-8,8,,,,,,
[run number],acceleration,max-patience,number-of-cars,deceleration,[step],count turtles,mean [speed] of turtles,mean [patience] of turtles,average-wait-time
3,0.005,50,50,0.02,0,51,0.490196078,21.47058824,0
2,0.005,50,50,0.02,0,51,0.490196078,25.84313725,0
3,0.005,50,50,0.02,1,50,0.4663,22.1,0.04
3,0.005,50,50,0.02,2,50,0.4416,22.62,0.1
2,0.005,50,50,0.02,1,50,0.48,27.98,0.02
3,0.005,50,50,0.02,3,50,0.4415,22.26,0.14
2,0.005,50,50,0.02,2,50,0.4691,27.62,0.06
3,0.005,50,50,0.02,4,50,0.441,21.9,0.2
2,0.005,50,50,0.02,3,50,0.4715,27.32,0.1
3,0.005,50,50,0.02,5,50,0.433064907,21.58,0.26
2,0.005,50,50,0.02,4,50,0.475444488,27.06,0.14
3,0.005,50,50,0.02,6,50,0.422464907,21.26,0.32
2,0.005,50,50,0.02,5,50,0.469044488,26.62,0.18
3,0.005,50,50,0.02,7,50,0.409464907,20.88,0.38
3,0.005,50,50,0.02,8,50,0.388851249,20.5,0.46
2,0.005,50,50,0.02,6,50,0.433560908,26.28,0.24
2,0.005,50,50,0.02,7,50,0.416500128,26.94,0.34
3,0.005,50,50,0.02,9,50,0.383294303,21.1,0.58
2,0.005,50,50,0.02,8,50,0.378616549,26.6,0.42
3,0.005,50,50,0.02,10,50,0.385351249,20.74,0.68
3,0.005,50,50,0.02,11,50,0.3906,22.34,0.74
2,0.005,50,50,0.02,9,50,0.357772061,26.24,0.52
3,0.005,50,50,0.02,12,50,0.371584402,21.9,0.84
2,0.005,50,50,0.02,10,50,0.329572061,25.86,0.62
3,0.005,50,50,0.02,13,50,0.354566307,22.54,0.92
2,0.005,50,50,0.02,11,50,0.302111281,25.46,0.72
3,0.005,50,50,0.02,14,50,0.33589946,22.16,1.02
2,0.005,50,50,0.02,12,50,0.284949881,26.1,0.8
3,0.005,50,50,0.02,15,50,0.316732613,22.76,1.14
2,0.005,50,50,0.02,13,50,0.266189101,25.74,0.88
2,0.005,50,50,0.02,14,50,0.241966921,25.34,1
3,0.005,50,50,0.02,16,50,0.298965767,23.36,1.22
3,0.005,50,50,0.02,17,50,0.289116419,23.88,1.32
3,0.005,50,50,0.02,18,50,0.26695953,24.38,1.46
3,0.005,50,50,0.02,19,50,0.235102255,23.96,1.58
3,0.005,50,50,0.02,20,50,0.223002255,23.5,1.74
3,0.005,50,50,0.02,21,50,0.212296558,23.06,1.88
1,0.005,50,50,0.02,0,51,0.490196078,20.43137255,0
2,0.005,50,50,0.02,15,50,0.231366921,24.9,1.1
2,0.005,50,50,0.02,16,50,0.214866921,24.46,1.22
3,0.005,50,50,0.02,22,50,0.184672413,23.52,2.02
2,0.005,50,50,0.02,17,50,0.193866921,24,1.34
3,0.005,50,50,0.02,23,50,0.187366717,23.08,2.12
2,0.005,50,50,0.02,18,50,0.173466921,23.48,1.46
3,0.005,50,50,0.02,24,50,0.178142441,22.62,2.2
2,0.005,50,50,0.02,19,50,0.155066921,23,1.6
3,0.005,50,50,0.02,25,50,0.169103591,23.14,2.32
2,0.005,50,50,0.02,20,50,0.137689101,23.54,1.74
3,0.005,50,50,0.02,26,50,0.150337284,23.62,2.46
2,0.005,50,50,0.02,21,50,0.119311281,24.04,1.84
3,0.005,50,50,0.02,27,50,0.12880413,23.14,2.64
2,0.005,50,50,0.02,22,50,0.102333461,23.58,1.96
3,0.005,50,50,0.02,28,50,0.111076674,22.68,2.82
2,0.005,50,50,0.02,23,50,0.09265564,24.02,2.08
2,0.005,50,50,0.02,24,50,0.08677782,23.56,2.16
3,0.005,50,50,0.02,29,50,0.093649217,22.28,2.94
3,0.005,50,50,0.02,30,50,0.085816064,21.8,3
1,0.005,50,50,0.02,1,50,0.4711,22.38,0.04
2,0.005,50,50,0.02,25,50,0.067,23.06,2.26
3,0.005,50,50,0.02,31,50,0.062894303,21.28,3.18
2,0.005,50,50,0.02,26,50,0.0611,22.64,2.36
3,0.005,50,50,0.02,32,50,0.0598,20.96,3.24
2,0.005,50,50,0.02,27,50,0.0535,22.2,2.5
3,0.005,50,50,0.02,33,50,0.0611,22.56,3.3
2,0.005,50,50,0.02,28,50,0.0477,21.8,2.68
2,0.005,50,50,0.02,29,50,0.0511,22.38,2.8
3,0.005,50,50,0.02,34,50,0.0597,22.14,3.36
2,0.005,50,50,0.02,30,50,0.0421,22.84,2.92
3,0.005,50,50,0.02,35,50,0.0559,21.64,3.42
2,0.005,50,50,0.02,31,50,0.0408,22.42,2.98
3,0.005,50,50,0.02,36,50,0.0481,22.18,3.54
2,0.005,50,50,0.02,32,50,0.0424,23,3.06
3,0.005,50,50,0.02,37,50,0.0424,22.74,3.66
2,0.005,50,50,0.02,33,50,0.0456,22.68,3.12
3,0.005,50,50,0.02,38,50,0.0456,22.34,3.78
2,0.005,50,50,0.02,34,50,0.0468,22.3,3.22
3,0.005,50,50,0.02,39,50,0.0372,21.82,3.88
2,0.005,50,50,0.02,35,50,0.0427,21.86,3.3
2,0.005,50,50,0.02,36,50,0.0439,21.46,3.34
3,0.005,50,50,0.02,40,50,0.0261,25.2,4.02
2,0.005,50,50,0.02,37,50,0.0426,22.04,3.44
3,0.005,50,50,0.02,41,50,0.0259,24.68,4.12
2,0.005,50,50,0.02,38,50,0.0439,21.62,3.48
3,0.005,50,50,0.02,42,50,0.0261,24.2,4.24
2,0.005,50,50,0.02,39,50,0.0404,23.16,3.6
3,0.005,50,50,0.02,43,50,0.0259,23.72,4.34
2,0.005,50,50,0.02,40,50,0.0405,22.78,3.7
3,0.005,50,50,0.02,44,50,0.029,23.26,4.4
2,0.005,50,50,0.02,41,50,0.0401,22.3,3.76
3,0.005,50,50,0.02,45,50,0.0313,23.74,4.44
2,0.005,50,50,0.02,42,50,0.0401,21.84,3.84
3,0.005,50,50,0.02,46,50,0.0317,24.26,4.52
2,0.005,50,50,0.02,43,50,0.0345,21.32,3.96
1,0.005,50,50,0.02,2,50,0.4589,21.98,0.08
2,0.005,50,50,0.02,44,50,0.035,21.84,4.1
3,0.005,50,50,0.02,47,50,0.0321,23.78,4.62
2,0.005,50,50,0.02,45,50,0.0309,21.36,4.18
