BehaviorSpace results (NetLogo 6.4.0),Table version 2.0,,,,,,,,
红绿__Traffic 2 Lanes.nlogo,,,,,,,,,
experiment21,,,,,,,,,
01/22/2024 01:49:03:281 +0000,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,0.089475335,22.15147168,781.1274244
3,0.005,50,40,0.02,11587,40,0.082875,21.55,612.15
3,0.005,50,40,0.02,11588,40,0.085375,21.25,612.2
3,0.005,50,40,0.02,11589,40,0.08275,22.175,612.225
3,0.005,50,40,0.02,11590,40,0.0815,21.875,612.25
1,0.005,50,40,0.02,366,40,0.122875,23.425,25.1
3,0.005,50,40,0.02,11591,40,0.083,21.575,612.275
3,0.005,50,40,0.02,11592,40,0.086,21.325,612.3
3,0.005,50,40,0.02,11593,40,0.087125,21.05,612.35
3,0.005,50,40,0.02,11594,40,0.088625,20.75,612.375
3,0.005,50,40,0.02,11595,40,0.091,20.5,612.4
3,0.005,50,40,0.02,11596,40,0.0885,21.45,612.45
2,0.005,50,40,0.02,9865,40,0.079375,22.3,541.65
3,0.005,50,40,0.02,11597,40,0.083375,21.1,612.5
2,0.005,50,40,0.02,9866,40,0.0825,22.15,541.675
3,0.005,50,40,0.02,11598,40,0.07425,20.775,612.525
2,0.005,50,40,0.02,9867,40,0.080125,21.925,541.725
3,0.005,50,40,0.02,11599,40,0.074875,20.5,612.6
3,0.005,50,40,0.02,11600,40,0.07875,20.25,612.65
2,0.005,50,40,0.02,9868,40,0.080125,22.95,541.75
2,0.005,50,40,0.02,9869,40,0.07425,22.775,541.775
3,0.005,50,40,0.02,11601,40,0.078375,21.325,612.675
3,0.005,50,40,0.02,11602,40,0.078625,21.125,612.7
2,0.005,50,40,0.02,9870,40,0.078125,22.625,541.8
3,0.005,50,40,0.02,11603,40,0.075,20.825,612.75
2,0.005,50,40,0.02,9871,40,0.078375,22.475,541.85
3,0.005,50,40,0.02,11604,40,0.07675,20.65,612.775
2,0.005,50,40,0.02,9872,40,0.077875,22.275,541.875
3,0.005,50,40,0.02,11605,40,0.074625,20.375,612.8
2,0.005,50,40,0.02,9873,40,0.0825,22.175,541.9
2,0.005,50,40,0.02,9874,40,0.08775,22.1,541.925
3,0.005,50,40,0.02,11606,40,0.0785,21.425,612.825
2,0.005,50,40,0.02,9875,40,0.08975,22.05,541.975
3,0.005,50,40,0.02,11607,40,0.080625,21.25,612.875
2,0.005,50,40,0.02,9876,40,0.08725,21.9,542
3,0.005,50,40,0.02,11608,40,0.084875,21.15,612.9
2,0.005,50,40,0.02,9877,40,0.089125,21.75,542.025
3,0.005,50,40,0.02,11609,40,0.077125,21,612.975
2,0.005,50,40,0.02,9878,40,0.088875,21.575,542.05
3,0.005,50,40,0.02,11610,40,0.073875,20.875,613
2,0.005,50,40,0.02,9879,40,0.087,21.375,542.1
3,0.005,50,40,0.02,11611,40,0.076375,20.725,613.025
2,0.005,50,40,0.02,9880,40,0.088375,21.25,542.15
2,0.005,50,40,0.02,9881,40,0.093125,21.15,542.175
3,0.005,50,40,0.02,11612,40,0.078125,20.55,613.05
2,0.005,50,40,0.02,9882,40,0.08925,20.975,542.25
3,0.005,50,40,0.02,11613,40,0.080625,20.375,613.075
1,0.005,50,40,0.02,367,40,0.115,23.2,25.15
2,0.005,50,40,0.02,9883,40,0.08875,20.75,542.275
3,0.005,50,40,0.02,11614,40,0.0825,20.15,613.1
2,0.005,50,40,0.02,9884,40,0.09175,20.6,542.3
3,0.005,50,40,0.02,11615,40,0.078875,19.875,613.175
2,0.005,50,40,0.02,9885,40,0.09,21.7,542.325
2,0.005,50,40,0.02,9886,40,0.092875,21.575,542.35
3,0.005,50,40,0.02,11616,40,0.080875,19.65,613.225
2,0.005,50,40,0.02,9887,40,0.09075,21.475,542.4
3,0.005,50,40,0.02,11617,40,0.084,19.45,613.275
2,0.005,50,40,0.02,9888,40,0.0945,21.375,542.425
3,0.005,50,40,0.02,11618,40,0.088375,19.25,613.325
2,0.005,50,40,0.02,9889,40,0.096375,21.275,542.45
3,0.005,50,40,0.02,11619,40,0.091125,20.325,613.4
2,0.005,50,40,0.02,9890,40,0.098125,21.125,542.475
3,0.005,50,40,0.02,11620,40,0.08525,20.125,613.475
2,0.005,50,40,0.02,9891,40,0.1,21.025,542.5
2,0.005,50,40,0.02,9892,40,0.1025,22.15,542.525
3,0.005,50,40,0.02,11621,40,0.069625,19.8,613.55
2,0.005,50,40,0.02,9893,40,0.103125,21.95,542.55
3,0.005,50,40,0.02,11622,40,0.071625,19.525,613.625
2,0.005,50,40,0.02,9894,40,0.1055,21.825,542.6
3,0.005,50,40,0.02,11623,40,0.074875,19.275,613.725
2,0.005,50,40,0.02,9895,40,0.107625,21.675,542.625
3,0.005,50,40,0.02,11624,40,0.07075,18.925,613.8
2,0.005,50,40,0.02,9896,40,0.1115,22.8,542.65
2,0.005,50,40,0.02,9897,40,0.116,22.7,542.675
3,0.005,50,40,0.02,11625,40,0.0715,18.65,613.875
2,0.005,50,40,0.02,9898,40,0.118,22.525,542.725
3,0.005,50,40,0.02,11626,40,0.074875,18.375,613.95
3,0.005,50,40,0.02,11627,40,0.07625,18.1,614.025
2,0.005,50,40,0.02,9899,40,0.1195,22.35,542.775
2,0.005,50,40,0.02,9900,40,0.116375,22.175,542.825
3,0.005,50,40,0.02,11628,40,0.076875,17.8,614.1
3,0.005,50,40,0.02,11629,40,0.076125,17.55,614.2
2,0.005,50,40,0.02,9901,40,0.119375,22.025,542.875
3,0.005,50,40,0.02,11630,40,0.079,17.3,614.275
2,0.005,50,40,0.02,9902,40,0.119125,21.9,542.925
2,0.005,50,40,0.02,9903,40,0.12375,21.825,542.975
3,0.005,50,40,0.02,11631,40,0.079375,16.975,614.35
2,0.005,50,40,0.02,9904,40,0.126625,21.7,543.05
3,0.005,50,40,0.02,11632,40,0.082375,17.925,614.4
2,0.005,50,40,0.02,9905,40,0.12925,21.6,543.1
3,0.005,50,40,0.02,11633,40,0.07375,17.525,614.475
2,0.005,50,40,0.02,9906,40,0.12775,21.425,543.175
3,0.005,50,40,0.02,11634,40,0.07275,17.125,614.6
2,0.005,50,40,0.02,9907,40,0.124125,21.15,543.25
3,0.005,50,40,0.02,11635,40,0.072,16.75,614.675
2,0.005,50,40,0.02,9908,40,0.1255,20.925,543.35
2,0.005,50,40,0.02,9909,40,0.128,23.225,543.45
3,0.005,50,40,0.02,11636,40,0.074,16.375,614.75
2,0.005,50,40,0.02,9910,40,0.12775,22.975,543.55
3,0.005,50,40,0.02,11637,40,0.0715,17.275,614.85
2,0.005,50,40,0.02,9911,40,0.127375,22.725,543.65
3,0.005,50,40,0.02,11638,40,0.076375,19.5,614.925
2,0.005,50,40,0.02,9912,40,0.127,22.5,543.75
3,0.005,50,40,0.02,11639,40,0.073,19.1,615.05
2,0.005,50,40,0.02,9913,40,0.127875,22.275,543.825
2,0.005,50,40,0.02,9914,40,0.129125,22.05,543.9
3,0.005,50,40,0.02,11640,40,0.076375,21.275,615.15
2,0.005,50,40,0.02,9915,40,0.126,21.775,543.975
3,0.005,50,40,0.02,11641,40,0.076375,22.1,615.25
2,0.005,50,40,0.02,9916,40,0.129625,21.575,544.05
3,0.005,50,40,0.02,11642,40,0.076375,21.7,615.3
3,0.005,50,40,0.02,11643,40,0.07725,21.25,615.4
2,0.005,50,40,0.02,9917,40,0.13125,21.3,544.125
2,0.005,50,40,0.02,9918,40,0.132375,21.05,544.2
3,0.005,50,40,0.02,11644,40,0.074125,22.1,615.475
2,0.005,50,40,0.02,9919,40,0.119,23.225,544.3
3,0.005,50,40,0.02,11645,40,0.0745,22.925,615.55
2,0.005,50,40,0.02,9920,40,0.120875,22.95,544.4
3,0.005,50,40,0.02,11646,40,0.07775,22.475,615.575
2,0.005,50,40,0.02,9921,40,0.12325,22.675,544.475
3,0.005,50,40,0.02,11647,40,0.082,24.6,615.625
2,0.005,50,40,0.02,9922,40,0.122,22.375,544.575
3,0.005,50,40,0.02,11648,40,0.083875,24.175,615.7
2,0.005,50,40,0.02,9923,40,0.12025,22.075,544.65
3,0.005,50,40,0.02,11649,40,0.0865,23.775,615.75
3,0.005,50,40,0.02,11650,40,0.09,23.425,615.775
2,0.005,50,40,0.02,9924,40,0.1235,23.075,544.725
2,0.005,50,40,0.02,9925,40,0.126,24.025,544.825
3,0.005,50,40,0.02,11651,40,0.0895,23.125,615.8
2,0.005,50,40,0.02,9926,40,0.127375,23.775,544.95
3,0.005,50,40,0.02,11652,40,0.092625,22.85,615.825
2,0.005,50,40,0.02,9927,40,0.108,25.875,545.075
3,0.005,50,40,0.02,11653,40,0.09025,23.725,615.9
2,0.005,50,40,0.02,9928,40,0.110375,25.575,545.175
3,0.005,50,40,0.02,11654,40,0.0935,23.4,615.975
2,0.005,50,40,0.02,9929,40,0.1135,25.3,545.275
3,0.005,50,40,0.02,11655,40,0.0965,23.125,616.025
2,0.005,50,40,0.02,9930,40,0.117125,25.025,545.375
3,0.005,50,40,0.02,11656,40,0.100375,24.125,616.05
2,0.005,50,40,0.02,9931,40,0.116,24.625,545.425
3,0.005,50,40,0.02,11657,40,0.10175,25.05,616.1
2,0.005,50,40,0.02,9932,40,0.11225,24.225,545.5
2,0.005,50,40,0.02,9933,40,0.102375,25.1,545.55
3,0.005,50,40,0.02,11658,40,0.099375,25.925,616.175
3,0.005,50,40,0.02,11659,40,0.10025,25.6,616.225
2,0.005,50,40,0.02,9934,40,0.103125,25.975,545.65
2,0.005,50,40,0.02,9935,40,0.1015,25.575,545.725
3,0.005,50,40,0.02,11660,40,0.100875,25.375,616.25
2,0.005,50,40,0.02,9936,40,0.1055,26.475,545.8
3,0.005,50,40,0.02,11661,40,0.101875,25.1,616.3
2,0.005,50,40,0.02,9937,40,0.105375,26.125,545.875
3,0.005,50,40,0.02,11662,40,0.10625,24.875,616.35
2,0.005,50,40,0.02,9938,40,0.109625,25.825,545.925
3,0.005,50,40,0.02,11663,40,0.094125,24.5,616.425
2,0.005,50,40,0.02,9939,40,0.109375,25.4,546
3,0.005,50,40,0.02,11664,40,0.093625,24.15,616.525
2,0.005,50,40,0.02,9940,40,0.109,25.05,546.05
2,0.005,50,40,0.02,9941,40,0.1105,24.675,546.1
3,0.005,50,40,0.02,11665,40,0.0955,23.825,616.575
2,0.005,50,40,0.02,9942,40,0.107,25.475,546.175
3,0.005,50,40,0.02,11666,40,0.096,23.5,616.65
2,0.005,50,40,0.02,9943,40,0.111,25.05,546.2
3,0.005,50,40,0.02,11667,40,0.09525,23.175,616.675
2,0.005,50,40,0.02,9944,40,0.09875,25.825,546.275
3,0.005,50,40,0.02,11668,40,0.096375,22.825,616.75
2,0.005,50,40,0.02,9945,40,0.10175,25.475,546.3
3,0.005,50,40,0.02,11669,40,0.09925,22.525,616.825
2,0.005,50,40,0.02,9946,40,0.090625,25.175,546.375
3,0.005,50,40,0.02,11670,40,0.09975,22.15,616.925
2,0.005,50,40,0.02,9947,40,0.087125,24.875,546.4
2,0.005,50,40,0.02,9948,40,0.08775,24.6,546.425
3,0.005,50,40,0.02,11671,40,0.091625,21.85,616.975
2,0.005,50,40,0.02,9949,40,0.09125,24.5,546.45
3,0.005,50,40,0.02,11672,40,0.094625,21.575,617
2,0.005,50,40,0.02,9950,40,0.090625,24.25,546.475
3,0.005,50,40,0.02,11673,40,0.09725,21.35,617.05
1,0.005,50,40,0.02,368,40,0.1195,24.35,25.2
2,0.005,50,40,0.02,9951,40,0.085625,23.975,546.5
3,0.005,50,40,0.02,11674,40,0.0885,21.1,617.075
2,0.005,50,40,0.02,9952,40,0.08625,23.675,546.525
2,0.005,50,40,0.02,9953,40,0.08225,24.5,546.575
3,0.005,50,40,0.02,11675,40,0.089625,20.9,617.15
2,0.005,50,40,0.02,9954,40,0.08525,24.25,546.625
3,0.005,50,40,0.02,11676,40,0.09125,20.625,617.175
2,0.005,50,40,0.02,9955,40,0.0825,23.9,546.675
3,0.005,50,40,0.02,11677,40,0.094125,21.6,617.225
2,0.005,50,40,0.02,9956,40,0.072875,23.675,546.7
3,0.005,50,40,0.02,11678,40,0.0935,21.2,617.325
2,0.005,50,40,0.02,9957,40,0.063875,23.425,546.725
3,0.005,50,40,0.02,11679,40,0.085375,20.95,617.425
2,0.005,50,40,0.02,9958,40,0.0525,23.075,546.825
3,0.005,50,40,0.02,11680,40,0.088375,20.75,617.45
2,0.005,50,40,0.02,9959,40,0.05425,22.775,546.9
2,0.005,50,40,0.02,9960,40,0.05225,22.45,547.025
3,0.005,50,40,0.02,11681,40,0.09275,20.55,617.475
3,0.005,50,40,0.02,11682,40,0.09325,21.55,617.55
2,0.005,50,40,0.02,9961,40,0.057625,22.25,547.1
2,0.005,50,40,0.02,9962,40,0.06,21.95,547.175
3,0.005,50,40,0.02,11683,40,0.095,21.35,617.625
2,0.005,50,40,0.02,9963,40,0.059,22.875,547.25
3,0.005,50,40,0.02,11684,40,0.095,22.35,617.675
3,0.005,50,40,0.02,11685,40,0.099125,22.125,617.725
2,0.005,50,40,0.02,9964,40,0.057375,22.575,547.3
2,0.005,50,40,0.02,9965,40,0.057375,22.3,547.35
3,0.005,50,40,0.02,11686,40,0.08775,21.775,617.875
2,0.005,50,40,0.02,9966,40,0.0595,22.05,547.4
3,0.005,50,40,0.02,11687,40,0.093375,21.625,617.925
2,0.005,50,40,0.02,9967,40,0.0595,21.75,547.5
3,0.005,50,40,0.02,11688,40,0.096625,21.45,617.95
2,0.005,50,40,0.02,9968,40,0.063375,21.575,547.6
3,0.005,50,40,0.02,11689,40,0.098125,21.225,618
2,0.005,50,40,0.02,9969,40,0.066625,21.375,547.675
3,0.005,50,40,0.02,11690,40,0.1015,21.075,618.025
3,0.005,50,40,0.02,11691,40,0.106625,20.975,618.05
2,0.005,50,40,0.02,9970,40,0.056375,21.175,547.725
3,0.005,50,40,0.02,11692,40,0.108875,20.825,618.1
2,0.005,50,40,0.02,9971,40,0.060875,20.975,547.75
2,0.005,50,40,0.02,9972,40,0.060375,20.7,547.8
3,0.005,50,40,0.02,11693,40,0.112875,20.65,618.15
2,0.005,50,40,0.02,9973,40,0.062625,20.45,547.85
3,0.005,50,40,0.02,11694,40,0.11375,20.45,618.225
2,0.005,50,40,0.02,9974,40,0.063375,21.4,547.925
3,0.005,50,40,0.02,11695,40,0.1165,20.225,618.25
2,0.005,50,40,0.02,9975,40,0.06725,21.225,547.95
3,0.005,50,40,0.02,11696,40,0.115875,20.05,618.325
2,0.005,50,40,0.02,9976,40,0.069,20.975,547.975
3,0.005,50,40,0.02,11697,40,0.12175,19.95,618.35
2,0.005,50,40,0.02,9977,40,0.073,20.775,548
3,0.005,50,40,0.02,11698,40,0.124625,19.8,618.375
3,0.005,50,40,0.02,11699,40,0.12775,19.65,618.425
2,0.005,50,40,0.02,9978,40,0.068,21.675,548.1
3,0.005,50,40,0.02,11700,40,0.126625,19.55,618.475
2,0.005,50,40,0.02,9979,40,0.07125,21.475,548.15
3,0.005,50,40,0.02,11701,40,0.13025,19.425,618.55
2,0.005,50,40,0.02,9980,40,0.07075,21.175,548.175
2,0.005,50,40,0.02,9981,40,0.073625,20.95,548.2
3,0.005,50,40,0.02,11702,40,0.13175,19.275,618.6
3,0.005,50,40,0.02,11703,40,0.135625,19.2,618.65
2,0.005,50,40,0.02,9982,40,0.074375,20.7,548.275
3,0.005,50,40,0.02,11704,40,0.12725,19.025,618.725
2,0.005,50,40,0.02,9983,40,0.07575,20.475,548.3
3,0.005,50,40,0.02,11705,40,0.128625,20.1,618.8
2,0.005,50,40,0.02,9984,40,0.078375,21.525,548.325
3,0.005,50,40,0.02,11706,40,0.132625,20.025,618.875
2,0.005,50,40,0.02,9985,40,0.08425,22.6,548.35
3,0.005,50,40,0.02,11707,40,0.12925,19.825,618.975
2,0.005,50,40,0.02,9986,40,0.08675,22.375,548.375
3,0.005,50,40,0.02,11708,40,0.1335,19.725,619.075
2,0.005,50,40,0.02,9987,40,0.088625,22.175,548.4
2,0.005,50,40,0.02,9988,40,0.090375,22.05,548.425
3,0.005,50,40,0.02,11709,40,0.136125,19.55,619.2
2,0.005,50,40,0.02,9989,40,0.091625,23.15,548.45
3,0.005,50,40,0.02,11710,40,0.12225,20.6,619.35
2,0.005,50,40,0.02,9990,40,0.089875,23.075,548.475
2,0.005,50,40,0.02,9991,40,0.089875,22.875,548.55
3,0.005,50,40,0.02,11711,40,0.127125,20.5,619.45
2,0.005,50,40,0.02,9992,40,0.08325,22.6,548.575
3,0.005,50,40,0.02,11712,40,0.131125,21.6,619.55
2,0.005,50,40,0.02,9993,40,0.08325,22.4,548.6
3,0.005,50,40,0.02,11713,40,0.118375,22.625,619.675
3,0.005,50,40,0.02,11714,40,0.12275,22.45,619.775
2,0.005,50,40,0.02,9994,40,0.084875,23.425,548.65
3,0.005,50,40,0.02,11715,40,0.124,22.2,619.925
2,0.005,50,40,0.02,9995,40,0.087375,23.225,548.7
3,0.005,50,40,0.02,11716,40,0.123,21.925,620.05
2,0.005,50,40,0.02,9996,40,0.08625,23,548.8
3,0.005,50,40,0.02,11717,40,0.120625,22.875,620.175
2,0.005,50,40,0.02,9997,40,0.08875,22.8,548.875
3,0.005,50,40,0.02,11718,40,0.123,22.575,620.3
2,0.005,50,40,0.02,9998,40,0.0915,22.525,548.95
3,0.005,50,40,0.02,11719,40,0.124375,22.3,620.425
2,0.005,50,40,0.02,9999,40,0.08725,22.15,549.05
3,0.005,50,40,0.02,11720,40,0.125875,23.2,620.55
2,0.005,50,40,0.02,10000,40,0.08725,21.875,549.125
2,0.005,50,40,0.02,10001,40,0.091,21.675,549.175
3,0.005,50,40,0.02,11721,40,0.123375,22.925,620.675
3,0.005,50,40,0.02,11722,40,0.126,22.7,620.825
2,0.005,50,40,0.02,10002,40,0.093,21.45,549.225
3,0.005,50,40,0.02,11723,40,0.130375,23.75,620.95
2,0.005,50,40,0.02,10003,40,0.081375,21.175,549.3
3,0.005,50,40,0.02,11724,40,0.132,23.5,621.1
2,0.005,50,40,0.02,10004,40,0.081,22.125,549.375
3,0.005,50,40,0.02,11725,40,0.134375,24.525,621.225
2,0.005,50,40,0.02,10005,40,0.08025,21.825,549.425
2,0.005,50,40,0.02,10006,40,0.081875,21.525,549.5
3,0.005,50,40,0.02,11726,40,0.131625,24.2,621.375
2,0.005,50,40,0.02,10007,40,0.073875,21.3,549.55
3,0.005,50,40,0.02,11727,40,0.136,24,621.5
2,0.005,50,40,0.02,10008,40,0.075625,21.05,549.625
3,0.005,50,40,0.02,11728,40,0.137875,23.725,621.625
3,0.005,50,40,0.02,11729,40,0.128625,23.4,621.775
2,0.005,50,40,0.02,10009,40,0.078875,20.8,549.7
2,0.005,50,40,0.02,10010,40,0.0745,20.5,549.75
3,0.005,50,40,0.02,11730,40,0.11825,23.05,621.875
3,0.005,50,40,0.02,11731,40,0.113875,22.7,621.95
2,0.005,50,40,0.02,10011,40,0.07625,20.2,549.8
3,0.005,50,40,0.02,11732,40,0.108375,22.425,622.025
2,0.005,50,40,0.02,10012,40,0.0765,22.4,549.85
2,0.005,50,40,0.02,10013,40,0.077125,23.4,549.925
3,0.005,50,40,0.02,11733,40,0.110375,22.15,622.1
2,0.005,50,40,0.02,10014,40,0.07575,23.05,549.975
3,0.005,50,40,0.02,11734,40,0.11375,21.925,622.125
2,0.005,50,40,0.02,10015,40,0.066125,22.7,550.025
3,0.005,50,40,0.02,11735,40,0.107,22.8,622.15
2,0.005,50,40,0.02,10016,40,0.06925,22.425,550.075
3,0.005,50,40,0.02,11736,40,0.109625,22.5,622.175
2,0.005,50,40,0.02,10017,40,0.06575,22.075,550.125
3,0.005,50,40,0.02,11737,40,0.112375,22.225,622.2
2,0.005,50,40,0.02,10018,40,0.068875,21.8,550.175
3,0.005,50,40,0.02,11738,40,0.10075,21.85,622.3
2,0.005,50,40,0.02,10019,40,0.0715,21.525,550.225
3,0.005,50,40,0.02,11739,40,0.097875,21.475,622.375
2,0.005,50,40,0.02,10020,40,0.066625,21.125,550.325
3,0.005,50,40,0.02,11740,40,0.086125,21.1,622.425
2,0.005,50,40,0.02,10021,40,0.065625,20.775,550.375
1,0.005,50,40,0.02,369,40,0.11225,24.15,25.275
2,0.005,50,40,0.02,10022,40,0.068625,20.475,550.425
2,0.005,50,40,0.02,10023,40,0.07025,20.125,550.475
3,0.005,50,40,0.02,11741,40,0.088125,20.8,622.475
2,0.005,50,40,0.02,10024,40,0.068125,19.725,550.55
3,0.005,50,40,0.02,11742,40,0.093,20.5,622.5
2,0.005,50,40,0.02,10025,40,0.073,19.45,550.575
3,0.005,50,40,0.02,11743,40,0.080375,20.125,622.55
2,0.005,50,40,0.02,10026,40,0.07375,19.125,550.65
3,0.005,50,40,0.02,11744,40,0.084875,19.775,622.6
2,0.005,50,40,0.02,10027,40,0.0725,20.025,550.7
3,0.005,50,40,0.02,11745,40,0.071625,19.375,622.675
2,0.005,50,40,0.02,10028,40,0.074,22.075,550.825
3,0.005,50,40,0.02,11746,40,0.062875,18.975,622.725
2,0.005,50,40,0.02,10029,40,0.078625,23.025,550.875
3,0.005,50,40,0.02,11747,40,0.055,18.625,622.775
2,0.005,50,40,0.02,10030,40,0.081625,22.7,550.9
2,0.005,50,40,0.02,10031,40,0.08275,22.375,550.95
3,0.005,50,40,0.02,11748,40,0.056625,19.575,622.85
3,0.005,50,40,0.02,11749,40,0.059125,19.25,622.875
2,0.005,50,40,0.02,10032,40,0.0835,23.275,550.975
2,0.005,50,40,0.02,10033,40,0.0825,22.95,551.05
3,0.005,50,40,0.02,11750,40,0.061375,21.4,622.9
2,0.005,50,40,0.02,10034,40,0.085625,22.75,551.075
3,0.005,50,40,0.02,11751,40,0.063375,21.125,622.925
2,0.005,50,40,0.02,10035,40,0.087875,22.525,551.125
3,0.005,50,40,0.02,11752,40,0.06725,20.875,622.95
2,0.005,50,40,0.02,10036,40,0.08675,22.225,551.175
3,0.005,50,40,0.02,11753,40,0.067375,21.825,622.975
2,0.005,50,40,0.02,10037,40,0.092375,23.25,551.2
3,0.005,50,40,0.02,11754,40,0.07075,21.55,623
2,0.005,50,40,0.02,10038,40,0.094375,22.975,551.275
3,0.005,50,40,0.02,11755,40,0.070625,22.45,623.025
2,0.005,50,40,0.02,10039,40,0.098375,22.75,551.3
3,0.005,50,40,0.02,11756,40,0.067625,23.325,623.05
2,0.005,50,40,0.02,10040,40,0.09875,22.525,551.325
3,0.005,50,40,0.02,11757,40,0.06575,23,623.1
2,0.005,50,40,0.02,10041,40,0.10025,22.2,551.375
3,0.005,50,40,0.02,11758,40,0.0695,22.75,623.125
2,0.005,50,40,0.02,10042,40,0.1035,21.95,551.425
3,0.005,50,40,0.02,11759,40,0.073875,22.55,623.15
2,0.005,50,40,0.02,10043,40,0.106125,24.175,551.475
3,0.005,50,40,0.02,11760,40,0.071625,23.525,623.175
2,0.005,50,40,0.02,10044,40,0.101625,25.1,551.5
3,0.005,50,40,0.02,11761,40,0.07225,23.275,623.2
2,0.005,50,40,0.02,10045,40,0.09925,26.05,551.525
3,0.005,50,40,0.02,11762,40,0.07075,23,623.225
2,0.005,50,40,0.02,10046,40,0.100625,25.725,551.55
3,0.005,50,40,0.02,11763,40,0.071,22.75,623.25
2,0.005,50,40,0.02,10047,40,0.1005,26.625,551.6
3,0.005,50,40,0.02,11764,40,0.0675,22.55,623.275
2,0.005,50,40,0.02,10048,40,0.10425,26.425,551.65
2,0.005,50,40,0.02,10049,40,0.10125,26.075,551.675
3,0.005,50,40,0.02,11765,40,0.066875,23.55,623.3
2,0.005,50,40,0.02,10050,40,0.10475,25.925,551.725
3,0.005,50,40,0.02,11766,40,0.066125,23.325,623.35
2,0.005,50,40,0.02,10051,40,0.100875,25.725,551.775
3,0.005,50,40,0.02,11767,40,0.06575,24.325,623.375
2,0.005,50,40,0.02,10052,40,0.10425,25.575,551.825
3,0.005,50,40,0.02,11768,40,0.064375,24.15,623.4
2,0.005,50,40,0.02,10053,40,0.09425,25.4,551.85
3,0.005,50,40,0.02,11769,40,0.068125,23.925,623.425
2,0.005,50,40,0.02,10054,40,0.0915,25.1,551.9
3,0.005,50,40,0.02,11770,40,0.063,23.625,623.475
2,0.005,50,40,0.02,10055,40,0.08375,26.2,551.95
3,0.005,50,40,0.02,11771,40,0.06625,23.4,623.5
2,0.005,50,40,0.02,10056,40,0.081625,25.95,552
1,0.005,50,40,0.02,370,40,0.11525,23.975,25.325
2,0.005,50,40,0.02,10057,40,0.085625,25.775,552.05
3,0.005,50,40,0.02,11772,40,0.065375,23.25,623.525
2,0.005,50,40,0.02,10058,40,0.09025,25.625,552.1
3,0.005,50,40,0.02,11773,40,0.066875,23.05,623.55
2,0.005,50,40,0.02,10059,40,0.091125,25.4,552.125
3,0.005,50,40,0.02,11774,40,0.066125,22.9,623.6
2,0.005,50,40,0.02,10060,40,0.088625,25.15,552.2
2,0.005,50,40,0.02,10061,40,0.0925,25,552.225
3,0.005,50,40,0.02,11775,40,0.058,23.85,623.675
3,0.005,50,40,0.02,11776,40,0.061,23.7,623.7
2,0.005,50,40,0.02,10062,40,0.0895,24.7,552.275
3,0.005,50,40,0.02,11777,40,0.06425,23.475,623.725
2,0.005,50,40,0.02,10063,40,0.087,24.425,552.35
3,0.005,50,40,0.02,11778,40,0.067375,23.3,623.775
2,0.005,50,40,0.02,10064,40,0.0845,24.15,552.4
3,0.005,50,40,0.02,11779,40,0.06475,23.1,623.825
2,0.005,50,40,0.02,10065,40,0.0845,25.175,552.425
3,0.005,50,40,0.02,11780,40,0.0635,22.875,623.875
2,0.005,50,40,0.02,10066,40,0.087875,26.225,552.45
3,0.005,50,40,0.02,11781,40,0.064,22.675,623.925
2,0.005,50,40,0.02,10067,40,0.090375,26.025,552.475
3,0.005,50,40,0.02,11782,40,0.06325,22.375,624
2,0.005,50,40,0.02,10068,40,0.0815,25.825,552.55
3,0.005,50,40,0.02,11783,40,0.067875,22.175,624.05
2,0.005,50,40,0.02,10069,40,0.081875,26.85,552.575
3,0.005,50,40,0.02,11784,40,0.066875,23.225,624.1
2,0.005,50,40,0.02,10070,40,0.08675,26.725,552.6
3,0.005,50,40,0.02,11785,40,0.0685,22.95,624.15
2,0.005,50,40,0.02,10071,40,0.08775,26.55,552.675
3,0.005,50,40,0.02,11786,40,0.068,22.625,624.225
2,0.005,50,40,0.02,10072,40,0.08975,26.35,552.725
3,0.005,50,40,0.02,11787,40,0.069125,22.375,624.3
2,0.005,50,40,0.02,10073,40,0.09325,26.2,552.75
3,0.005,50,40,0.02,11788,40,0.073875,22.2,624.325
2,0.005,50,40,0.02,10074,40,0.093625,26.075,552.775
3,0.005,50,40,0.02,11789,40,0.074625,21.975,624.35
2,0.005,50,40,0.02,10075,40,0.095375,25.95,552.825
3,0.005,50,40,0.02,11790,40,0.072125,21.725,624.4
2,0.005,50,40,0.02,10076,40,0.096,25.8,552.85
3,0.005,50,40,0.02,11791,40,0.073,21.45,624.45
2,0.005,50,40,0.02,10077,40,0.098375,25.65,552.875
3,0.005,50,40,0.02,11792,40,0.075875,21.225,624.5
2,0.005,50,40,0.02,10078,40,0.10375,25.55,552.9
3,0.005,50,40,0.02,11793,40,0.0715,21.025,624.6
2,0.005,50,40,0.02,10079,40,0.10775,25.475,552.925
3,0.005,50,40,0.02,11794,40,0.0685,20.725,624.675
2,0.005,50,40,0.02,10080,40,0.111125,25.35,552.95
3,0.005,50,40,0.02,11795,40,0.070625,20.5,624.775
3,0.005,50,40,0.02,11796,40,0.0725,20.225,624.85
2,0.005,50,40,0.02,10081,40,0.113,25.2,553
3,0.005,50,40,0.02,11797,40,0.074125,20,624.925
3,0.005,50,40,0.02,11798,40,0.0755,19.8,625.025
3,0.005,50,40,0.02,11799,40,0.073375,23.35,625.175
