BehaviorSpace results (NetLogo 6.4.0),Table version 2.0,,,,,,,,
红绿__Traffic 2 Lanes.nlogo,,,,,,,,,
experiment21,,,,,,,,,
01/22/2024 01:49:03:281 +0000,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,0.089475335,22.15147168,781.1274244
3,0.005,50,40,0.02,34,40,0.05975,19.75,4.15
3,0.005,50,40,0.02,35,40,0.04425,19.45,4.2
3,0.005,50,40,0.02,36,40,0.043875,19.125,4.25
1,0.005,50,40,0.02,3,40,0.407695154,23.175,0.225
3,0.005,50,40,0.02,37,40,0.038375,21.3,4.375
3,0.005,50,40,0.02,38,40,0.039625,22.25,4.425
3,0.005,50,40,0.02,39,40,0.038625,21.95,4.475
3,0.005,50,40,0.02,40,40,0.043,21.7,4.525
3,0.005,50,40,0.02,41,40,0.044875,21.45,4.55
3,0.005,50,40,0.02,42,40,0.04475,21.15,4.625
3,0.005,50,40,0.02,43,40,0.04175,20.8,4.675
3,0.005,50,40,0.02,44,40,0.042625,20.45,4.75
1,0.005,50,40,0.02,4,40,0.388070154,22.875,0.35
3,0.005,50,40,0.02,45,40,0.0425,20.075,4.85
3,0.005,50,40,0.02,46,40,0.04625,19.8,4.925
3,0.005,50,40,0.02,47,40,0.048,19.55,4.95
3,0.005,50,40,0.02,48,40,0.048375,20.525,5.025
3,0.005,50,40,0.02,49,40,0.04425,21.425,5.1
3,0.005,50,40,0.02,50,40,0.043875,21.1,5.125
3,0.005,50,40,0.02,51,40,0.0475,20.85,5.175
3,0.005,50,40,0.02,52,40,0.04875,21.8,5.25
3,0.005,50,40,0.02,53,40,0.0515,21.55,5.325
3,0.005,50,40,0.02,54,40,0.045625,21.25,5.4
3,0.005,50,40,0.02,55,40,0.04925,20.95,5.45
3,0.005,50,40,0.02,56,40,0.050875,21.925,5.55
3,0.005,50,40,0.02,57,40,0.05425,21.575,5.6
2,0.005,50,40,0.02,23,40,0.172072258,23.95,2.7
3,0.005,50,40,0.02,58,40,0.05325,21.225,5.675
2,0.005,50,40,0.02,24,40,0.159822258,23.65,2.85
3,0.005,50,40,0.02,59,40,0.052625,21,5.725
2,0.005,50,40,0.02,25,40,0.132459571,24.525,3.025
3,0.005,50,40,0.02,60,40,0.05075,20.7,5.775
2,0.005,50,40,0.02,26,40,0.135709571,24.2,3.175
3,0.005,50,40,0.02,61,40,0.050625,20.425,5.875
3,0.005,50,40,0.02,62,40,0.051125,21.325,6.025
2,0.005,50,40,0.02,27,40,0.120959571,23.85,3.325
3,0.005,50,40,0.02,63,40,0.053625,21.075,6.1
2,0.005,50,40,0.02,28,40,0.105709571,23.525,3.475
3,0.005,50,40,0.02,64,40,0.05525,20.8,6.2
2,0.005,50,40,0.02,29,40,0.108834571,23.225,3.6
3,0.005,50,40,0.02,65,40,0.056,20.55,6.275
2,0.005,50,40,0.02,30,40,0.099217656,22.85,3.65
3,0.005,50,40,0.02,66,40,0.057,21.55,6.3
2,0.005,50,40,0.02,31,40,0.071600742,23.675,3.7
3,0.005,50,40,0.02,67,40,0.061625,21.35,6.35
2,0.005,50,40,0.02,32,40,0.063233828,23.325,3.725
3,0.005,50,40,0.02,68,40,0.056375,20.975,6.4
2,0.005,50,40,0.02,33,40,0.048741914,22.9,3.85
3,0.005,50,40,0.02,69,40,0.059375,20.725,6.45
2,0.005,50,40,0.02,34,40,0.036625,22.55,3.975
3,0.005,50,40,0.02,70,40,0.058625,20.425,6.525
2,0.005,50,40,0.02,35,40,0.035875,22.2,4.075
3,0.005,50,40,0.02,71,40,0.06075,20.175,6.55
2,0.005,50,40,0.02,36,40,0.03875,21.875,4.15
1,0.005,50,40,0.02,5,40,0.367094668,23.75,0.475
3,0.005,50,40,0.02,72,40,0.060875,19.85,6.6
2,0.005,50,40,0.02,37,40,0.03775,21.5,4.275
3,0.005,50,40,0.02,73,40,0.061125,19.475,6.65
2,0.005,50,40,0.02,38,40,0.039125,21.175,4.35
3,0.005,50,40,0.02,74,40,0.06375,20.375,6.7
2,0.005,50,40,0.02,39,40,0.039875,20.825,4.5
3,0.005,50,40,0.02,75,40,0.0645,20.1,6.725
2,0.005,50,40,0.02,40,40,0.0435,20.5,4.525
2,0.005,50,40,0.02,41,40,0.0465,21.375,4.6
3,0.005,50,40,0.02,76,40,0.06475,19.75,6.75
2,0.005,50,40,0.02,42,40,0.044625,20.925,4.7
3,0.005,50,40,0.02,77,40,0.065125,20.675,6.825
2,0.005,50,40,0.02,43,40,0.04625,21.775,4.8
3,0.005,50,40,0.02,78,40,0.06825,20.425,6.875
2,0.005,50,40,0.02,44,40,0.049375,22.65,4.825
2,0.005,50,40,0.02,45,40,0.051,22.4,4.875
2,0.005,50,40,0.02,46,40,0.05125,22.075,4.95
2,0.005,50,40,0.02,47,40,0.05,22.925,5.025
2,0.005,50,40,0.02,48,40,0.050875,23.775,5.075
3,0.005,50,40,0.02,79,40,0.06925,20.075,6.95
2,0.005,50,40,0.02,49,40,0.05275,23.4,5.15
3,0.005,50,40,0.02,80,40,0.0715,19.775,7
2,0.005,50,40,0.02,50,40,0.05275,24.275,5.2
3,0.005,50,40,0.02,81,40,0.07375,20.775,7.075
3,0.005,50,40,0.02,82,40,0.074625,20.525,7.1
2,0.005,50,40,0.02,51,40,0.052875,23.85,5.275
2,0.005,50,40,0.02,52,40,0.05125,23.475,5.35
3,0.005,50,40,0.02,83,40,0.078375,20.3,7.125
3,0.005,50,40,0.02,84,40,0.081375,20.1,7.2
2,0.005,50,40,0.02,53,40,0.05125,23.1,5.375
3,0.005,50,40,0.02,85,40,0.082875,19.825,7.225
2,0.005,50,40,0.02,54,40,0.049375,22.675,5.425
3,0.005,50,40,0.02,86,40,0.084625,20.85,7.275
2,0.005,50,40,0.02,55,40,0.05075,22.325,5.5
3,0.005,50,40,0.02,87,40,0.086375,20.575,7.325
2,0.005,50,40,0.02,56,40,0.050375,23.15,5.625
3,0.005,50,40,0.02,88,40,0.088,20.325,7.4
2,0.005,50,40,0.02,57,40,0.054375,22.825,5.65
3,0.005,50,40,0.02,89,40,0.089875,20.05,7.475
2,0.005,50,40,0.02,58,40,0.057125,22.525,5.7
3,0.005,50,40,0.02,90,40,0.091375,19.8,7.525
2,0.005,50,40,0.02,59,40,0.059375,22.175,5.75
3,0.005,50,40,0.02,91,40,0.09475,19.6,7.55
2,0.005,50,40,0.02,60,40,0.060125,23.1,5.8
3,0.005,50,40,0.02,92,40,0.09575,20.575,7.6
2,0.005,50,40,0.02,61,40,0.06375,22.775,5.825
3,0.005,50,40,0.02,93,40,0.09775,20.25,7.65
2,0.005,50,40,0.02,62,40,0.056125,23.65,5.9
3,0.005,50,40,0.02,94,40,0.094375,19.925,7.725
2,0.005,50,40,0.02,63,40,0.058,23.3,5.95
3,0.005,50,40,0.02,95,40,0.095,20.8,7.8
3,0.005,50,40,0.02,96,40,0.09725,21.825,7.85
2,0.005,50,40,0.02,64,40,0.061125,23.025,6
3,0.005,50,40,0.02,97,40,0.0975,21.5,7.925
2,0.005,50,40,0.02,65,40,0.057,22.675,6.05
3,0.005,50,40,0.02,98,40,0.095125,21.225,8.025
2,0.005,50,40,0.02,66,40,0.057625,22.325,6.1
3,0.005,50,40,0.02,99,40,0.09825,20.95,8.15
2,0.005,50,40,0.02,67,40,0.062375,22.05,6.125
1,0.005,50,40,0.02,6,40,0.369844668,23.4,0.6
3,0.005,50,40,0.02,100,40,0.09975,20.675,8.225
2,0.005,50,40,0.02,68,40,0.064625,21.775,6.15
2,0.005,50,40,0.02,69,40,0.063125,21.525,6.175
3,0.005,50,40,0.02,101,40,0.102375,20.425,8.325
3,0.005,50,40,0.02,102,40,0.10525,20.15,8.425
2,0.005,50,40,0.02,70,40,0.06575,23.7,6.225
3,0.005,50,40,0.02,103,40,0.106,21.125,8.5
2,0.005,50,40,0.02,71,40,0.069,24.65,6.275
3,0.005,50,40,0.02,104,40,0.10475,20.775,8.6
2,0.005,50,40,0.02,72,40,0.07125,25.6,6.35
3,0.005,50,40,0.02,105,40,0.106625,20.525,8.7
2,0.005,50,40,0.02,73,40,0.071,25.325,6.375
3,0.005,50,40,0.02,106,40,0.107875,20.25,8.775
2,0.005,50,40,0.02,74,40,0.069875,25.1,6.4
3,0.005,50,40,0.02,107,40,0.105875,21.225,8.875
2,0.005,50,40,0.02,75,40,0.064125,24.725,6.425
3,0.005,50,40,0.02,108,40,0.107,20.975,8.95
2,0.005,50,40,0.02,76,40,0.0665,24.475,6.45
3,0.005,50,40,0.02,109,40,0.110375,22.025,9.025
2,0.005,50,40,0.02,77,40,0.070375,24.25,6.475
1,0.005,50,40,0.02,7,40,0.371969668,24.25,0.725
2,0.005,50,40,0.02,78,40,0.070375,23.925,6.525
3,0.005,50,40,0.02,110,40,0.11125,21.7,9.15
3,0.005,50,40,0.02,111,40,0.114125,21.45,9.225
2,0.005,50,40,0.02,79,40,0.0755,23.675,6.55
2,0.005,50,40,0.02,80,40,0.07625,23.475,6.575
3,0.005,50,40,0.02,112,40,0.108125,22.3,9.4
3,0.005,50,40,0.02,113,40,0.10725,23.25,9.525
2,0.005,50,40,0.02,81,40,0.078125,23.225,6.6
2,0.005,50,40,0.02,82,40,0.07975,23,6.625
3,0.005,50,40,0.02,114,40,0.10675,24.15,9.675
3,0.005,50,40,0.02,115,40,0.1105,23.85,9.825
2,0.005,50,40,0.02,83,40,0.08275,22.775,6.65
3,0.005,50,40,0.02,116,40,0.114625,23.55,9.95
2,0.005,50,40,0.02,84,40,0.083875,22.575,6.7
3,0.005,50,40,0.02,117,40,0.117875,24.475,10.05
2,0.005,50,40,0.02,85,40,0.087375,22.4,6.725
3,0.005,50,40,0.02,118,40,0.1195,24.175,10.2
2,0.005,50,40,0.02,86,40,0.09225,23.575,6.775
3,0.005,50,40,0.02,119,40,0.1205,23.825,10.35
2,0.005,50,40,0.02,87,40,0.09575,23.475,6.825
3,0.005,50,40,0.02,120,40,0.12375,23.55,10.45
2,0.005,50,40,0.02,88,40,0.09675,23.275,6.85
3,0.005,50,40,0.02,121,40,0.127375,23.25,10.5
2,0.005,50,40,0.02,89,40,0.09975,23.125,6.875
3,0.005,50,40,0.02,122,40,0.1285,22.925,10.575
2,0.005,50,40,0.02,90,40,0.09625,24.175,6.925
3,0.005,50,40,0.02,123,40,0.12075,22.6,10.65
3,0.005,50,40,0.02,124,40,0.1015,23.4,10.75
2,0.005,50,40,0.02,91,40,0.101,24.075,6.975
3,0.005,50,40,0.02,125,40,0.10575,23.025,10.825
2,0.005,50,40,0.02,92,40,0.104375,23.95,7.025
3,0.005,50,40,0.02,126,40,0.108375,22.725,10.85
3,0.005,50,40,0.02,127,40,0.0995,22.4,10.95
2,0.005,50,40,0.02,93,40,0.10775,23.85,7.075
2,0.005,50,40,0.02,94,40,0.1075,23.7,7.125
3,0.005,50,40,0.02,128,40,0.100125,22.1,11.075
2,0.005,50,40,0.02,95,40,0.111875,23.575,7.175
3,0.005,50,40,0.02,129,40,0.089875,21.775,11.125
2,0.005,50,40,0.02,96,40,0.11375,23.425,7.225
3,0.005,50,40,0.02,130,40,0.089,23.95,11.2
2,0.005,50,40,0.02,97,40,0.117,23.3,7.275
2,0.005,50,40,0.02,98,40,0.11325,23.075,7.35
3,0.005,50,40,0.02,131,40,0.090875,23.55,11.3
2,0.005,50,40,0.02,99,40,0.11125,22.825,7.425
3,0.005,50,40,0.02,132,40,0.09275,23.3,11.375
2,0.005,50,40,0.02,100,40,0.11475,22.65,7.5
3,0.005,50,40,0.02,133,40,0.085375,24.325,11.425
2,0.005,50,40,0.02,101,40,0.118625,22.5,7.575
3,0.005,50,40,0.02,134,40,0.064875,23.95,11.5
2,0.005,50,40,0.02,102,40,0.122125,22.35,7.675
2,0.005,50,40,0.02,103,40,0.121,22.075,7.775
3,0.005,50,40,0.02,135,40,0.0645,23.65,11.55
2,0.005,50,40,0.02,104,40,0.12425,23.15,7.875
2,0.005,50,40,0.02,105,40,0.129375,22.975,7.975
3,0.005,50,40,0.02,136,40,0.064875,23.325,11.6
2,0.005,50,40,0.02,106,40,0.131375,22.8,8.075
2,0.005,50,40,0.02,107,40,0.1315,22.6,8.175
3,0.005,50,40,0.02,137,40,0.070125,23.125,11.65
2,0.005,50,40,0.02,108,40,0.131125,22.425,8.275
2,0.005,50,40,0.02,109,40,0.126375,22.2,8.375
3,0.005,50,40,0.02,138,40,0.05825,22.85,11.675
2,0.005,50,40,0.02,110,40,0.12625,21.95,8.475
2,0.005,50,40,0.02,111,40,0.13,22.975,8.575
3,0.005,50,40,0.02,139,40,0.063625,22.6,11.75
3,0.005,50,40,0.02,140,40,0.06425,23.525,11.8
2,0.005,50,40,0.02,112,40,0.127,23.95,8.675
3,0.005,50,40,0.02,141,40,0.067375,23.275,11.875
3,0.005,50,40,0.02,142,40,0.070375,22.975,11.925
2,0.005,50,40,0.02,113,40,0.127875,23.65,8.8
2,0.005,50,40,0.02,114,40,0.12875,23.375,8.95
3,0.005,50,40,0.02,143,40,0.0745,22.725,11.975
2,0.005,50,40,0.02,115,40,0.12925,23.075,9.075
3,0.005,50,40,0.02,144,40,0.079375,22.575,12
2,0.005,50,40,0.02,116,40,0.130375,22.8,9.175
1,0.005,50,40,0.02,8,40,0.374719668,23.9,0.85
2,0.005,50,40,0.02,117,40,0.133125,22.5,9.275
3,0.005,50,40,0.02,145,40,0.082875,22.4,12.05
3,0.005,50,40,0.02,146,40,0.06725,22.075,12.075
2,0.005,50,40,0.02,118,40,0.129375,23.425,9.4
2,0.005,50,40,0.02,119,40,0.130625,23.125,9.525
3,0.005,50,40,0.02,147,40,0.066625,23.1,12.1
3,0.005,50,40,0.02,148,40,0.068625,22.875,12.15
2,0.005,50,40,0.02,120,40,0.133625,24.125,9.6
2,0.005,50,40,0.02,121,40,0.127,25.075,9.675
3,0.005,50,40,0.02,149,40,0.07125,22.625,12.175
2,0.005,50,40,0.02,122,40,0.1265,24.75,9.75
3,0.005,50,40,0.02,150,40,0.073625,22.4,12.2
2,0.005,50,40,0.02,123,40,0.13075,24.5,9.8
3,0.005,50,40,0.02,151,40,0.073375,22.175,12.225
2,0.005,50,40,0.02,124,40,0.12425,24.075,9.85
3,0.005,50,40,0.02,152,40,0.07,23.175,12.275
2,0.005,50,40,0.02,125,40,0.116,23.725,9.9
3,0.005,50,40,0.02,153,40,0.073375,22.975,12.3
3,0.005,50,40,0.02,154,40,0.077375,22.775,12.325
2,0.005,50,40,0.02,126,40,0.106875,23.325,9.95
3,0.005,50,40,0.02,155,40,0.0755,22.55,12.35
2,0.005,50,40,0.02,127,40,0.09225,22.875,10.05
3,0.005,50,40,0.02,156,40,0.079,22.375,12.375
2,0.005,50,40,0.02,128,40,0.092625,23.675,10.125
3,0.005,50,40,0.02,157,40,0.081125,22.1,12.4
2,0.005,50,40,0.02,129,40,0.0955,23.275,10.175
3,0.005,50,40,0.02,158,40,0.082625,21.925,12.425
2,0.005,50,40,0.02,130,40,0.095375,22.875,10.225
3,0.005,50,40,0.02,159,40,0.082875,21.7,12.45
2,0.005,50,40,0.02,131,40,0.094625,22.425,10.35
3,0.005,50,40,0.02,160,40,0.0845,21.475,12.475
2,0.005,50,40,0.02,132,40,0.096,21.975,10.45
3,0.005,50,40,0.02,161,40,0.0875,21.275,12.5
2,0.005,50,40,0.02,133,40,0.10025,21.575,10.525
2,0.005,50,40,0.02,134,40,0.1035,21.225,10.55
3,0.005,50,40,0.02,162,40,0.087875,21.05,12.55
2,0.005,50,40,0.02,135,40,0.10175,20.8,10.6
3,0.005,50,40,0.02,163,40,0.090625,20.85,12.575
2,0.005,50,40,0.02,136,40,0.081875,22.85,10.625
3,0.005,50,40,0.02,164,40,0.08975,20.65,12.6
2,0.005,50,40,0.02,137,40,0.0755,22.375,10.675
3,0.005,50,40,0.02,165,40,0.09425,20.525,12.65
3,0.005,50,40,0.02,166,40,0.099875,20.425,12.675
2,0.005,50,40,0.02,138,40,0.075,21.95,10.7
2,0.005,50,40,0.02,139,40,0.064125,22.85,10.725
3,0.005,50,40,0.02,167,40,0.088875,20.15,12.725
3,0.005,50,40,0.02,168,40,0.09175,19.95,12.775
2,0.005,50,40,0.02,140,40,0.062875,22.475,10.775
3,0.005,50,40,0.02,169,40,0.09125,19.8,12.8
2,0.005,50,40,0.02,141,40,0.064375,22.075,10.8
3,0.005,50,40,0.02,170,40,0.096875,19.7,12.825
2,0.005,50,40,0.02,142,40,0.065625,21.75,10.825
3,0.005,50,40,0.02,171,40,0.0995,19.55,12.85
2,0.005,50,40,0.02,143,40,0.066625,25.25,10.85
3,0.005,50,40,0.02,172,40,0.09875,19.325,12.875
2,0.005,50,40,0.02,144,40,0.064625,24.975,10.875
3,0.005,50,40,0.02,173,40,0.10025,19.1,12.9
3,0.005,50,40,0.02,174,40,0.104625,20.175,12.925
2,0.005,50,40,0.02,145,40,0.068375,24.7,10.925
1,0.005,50,40,0.02,9,40,0.378094668,23.625,0.975
3,0.005,50,40,0.02,175,40,0.109375,20.05,12.975
2,0.005,50,40,0.02,146,40,0.05875,24.475,10.975
3,0.005,50,40,0.02,176,40,0.114,19.9,13
3,0.005,50,40,0.02,177,40,0.116,20.975,13.05
2,0.005,50,40,0.02,147,40,0.059,24.225,11
3,0.005,50,40,0.02,178,40,0.122375,20.9,13.075
2,0.005,50,40,0.02,148,40,0.058125,23.95,11.025
2,0.005,50,40,0.02,149,40,0.063125,23.775,11.05
3,0.005,50,40,0.02,179,40,0.126125,20.75,13.125
2,0.005,50,40,0.02,150,40,0.062375,23.475,11.175
3,0.005,50,40,0.02,180,40,0.122,20.625,13.2
2,0.005,50,40,0.02,151,40,0.063375,23.275,11.225
3,0.005,50,40,0.02,181,40,0.12225,20.475,13.275
3,0.005,50,40,0.02,182,40,0.123,20.3,13.35
2,0.005,50,40,0.02,152,40,0.06775,23.15,11.275
3,0.005,50,40,0.02,183,40,0.1185,20.05,13.425
2,0.005,50,40,0.02,153,40,0.06775,24.175,11.325
3,0.005,50,40,0.02,184,40,0.118125,19.85,13.5
2,0.005,50,40,0.02,154,40,0.071875,25.225,11.375
3,0.005,50,40,0.02,185,40,0.114375,19.575,13.6
2,0.005,50,40,0.02,155,40,0.0705,24.975,11.45
3,0.005,50,40,0.02,186,40,0.11425,19.325,13.7
2,0.005,50,40,0.02,156,40,0.067,24.65,11.525
1,0.005,50,40,0.02,10,40,0.367567139,23.25,1.1
3,0.005,50,40,0.02,187,40,0.11475,19.075,13.8
2,0.005,50,40,0.02,157,40,0.069625,24.375,11.575
3,0.005,50,40,0.02,188,40,0.1145,18.825,13.875
2,0.005,50,40,0.02,158,40,0.065375,23.975,11.7
2,0.005,50,40,0.02,159,40,0.059625,24.85,11.8
3,0.005,50,40,0.02,189,40,0.1145,18.55,13.975
2,0.005,50,40,0.02,160,40,0.060375,24.525,11.85
3,0.005,50,40,0.02,190,40,0.11425,18.25,14.075
2,0.005,50,40,0.02,161,40,0.0625,24.2,11.875
3,0.005,50,40,0.02,191,40,0.1075,17.925,14.15
2,0.005,50,40,0.02,162,40,0.066,23.925,11.925
3,0.005,50,40,0.02,192,40,0.10975,17.6,14.25
2,0.005,50,40,0.02,163,40,0.062375,23.5,12.05
3,0.005,50,40,0.02,193,40,0.1075,17.2,14.375
3,0.005,50,40,0.02,194,40,0.110625,16.925,14.45
2,0.005,50,40,0.02,164,40,0.0605,23.175,12.075
3,0.005,50,40,0.02,195,40,0.10925,16.625,14.525
2,0.005,50,40,0.02,165,40,0.062125,24.15,12.1
3,0.005,50,40,0.02,196,40,0.111125,16.325,14.6
2,0.005,50,40,0.02,166,40,0.0645,23.85,12.15
3,0.005,50,40,0.02,197,40,0.10725,16,14.7
2,0.005,50,40,0.02,167,40,0.066,23.575,12.2
3,0.005,50,40,0.02,198,40,0.105875,15.65,14.8
2,0.005,50,40,0.02,168,40,0.0675,24.5,12.275
3,0.005,50,40,0.02,199,40,0.104,17.825,14.875
2,0.005,50,40,0.02,169,40,0.068625,24.225,12.325
3,0.005,50,40,0.02,200,40,0.106125,17.6,14.95
3,0.005,50,40,0.02,201,40,0.103,18.5,15.05
2,0.005,50,40,0.02,170,40,0.0705,23.9,12.375
3,0.005,50,40,0.02,202,40,0.10325,18.175,15.175
2,0.005,50,40,0.02,171,40,0.067875,23.525,12.475
3,0.005,50,40,0.02,203,40,0.101375,17.8,15.275
2,0.005,50,40,0.02,172,40,0.071375,23.25,12.525
3,0.005,50,40,0.02,204,40,0.089,17.45,15.4
2,0.005,50,40,0.02,173,40,0.071,24.2,12.6
3,0.005,50,40,0.02,205,40,0.0775,17.05,15.5
2,0.005,50,40,0.02,174,40,0.073125,23.925,12.65
3,0.005,50,40,0.02,206,40,0.079125,16.725,15.625
2,0.005,50,40,0.02,175,40,0.073375,24.875,12.675
3,0.005,50,40,0.02,207,40,0.082,16.425,15.725
2,0.005,50,40,0.02,176,40,0.072625,25.8,12.725
3,0.005,50,40,0.02,208,40,0.0855,17.4,15.825
3,0.005,50,40,0.02,209,40,0.089125,17.15,15.925
2,0.005,50,40,0.02,177,40,0.072625,25.5,12.775
3,0.005,50,40,0.02,210,40,0.09375,16.925,16
2,0.005,50,40,0.02,178,40,0.07725,25.275,12.825
3,0.005,50,40,0.02,211,40,0.084875,16.6,16.05
2,0.005,50,40,0.02,179,40,0.07875,24.975,12.875
3,0.005,50,40,0.02,212,40,0.077375,17.525,16.125
2,0.005,50,40,0.02,180,40,0.077375,24.725,12.95
3,0.005,50,40,0.02,213,40,0.073625,17.175,16.175
2,0.005,50,40,0.02,181,40,0.0795,24.5,13
3,0.005,50,40,0.02,214,40,0.078125,16.85,16.2
2,0.005,50,40,0.02,182,40,0.083875,24.3,13.05
3,0.005,50,40,0.02,215,40,0.071,17.8,16.25
2,0.005,50,40,0.02,183,40,0.085625,24.075,13.125
2,0.005,50,40,0.02,184,40,0.086875,23.85,13.175
3,0.005,50,40,0.02,216,40,0.073875,18.7,16.275
2,0.005,50,40,0.02,185,40,0.087,23.6,13.225
3,0.005,50,40,0.02,217,40,0.0755,18.375,16.325
1,0.005,50,40,0.02,11,40,0.343567139,24.1,1.275
3,0.005,50,40,0.02,218,40,0.078625,18.1,16.4
2,0.005,50,40,0.02,186,40,0.08975,24.625,13.325
3,0.005,50,40,0.02,219,40,0.08225,17.85,16.425
2,0.005,50,40,0.02,187,40,0.0915,24.325,13.425
3,0.005,50,40,0.02,220,40,0.077875,17.475,16.475
2,0.005,50,40,0.02,188,40,0.087125,25.3,13.55
3,0.005,50,40,0.02,221,40,0.076375,17.1,16.525
2,0.005,50,40,0.02,189,40,0.08825,24.975,13.625
3,0.005,50,40,0.02,222,40,0.08025,16.8,16.575
2,0.005,50,40,0.02,190,40,0.086875,24.65,13.75
3,0.005,50,40,0.02,223,40,0.080875,16.475,16.625
2,0.005,50,40,0.02,191,40,0.0895,24.375,13.85
3,0.005,50,40,0.02,224,40,0.0795,17.45,16.65
2,0.005,50,40,0.02,192,40,0.091125,25.35,13.925
3,0.005,50,40,0.02,225,40,0.083625,17.175,16.675
3,0.005,50,40,0.02,226,40,0.08125,18.075,16.7
2,0.005,50,40,0.02,193,40,0.08725,25.025,14.025
3,0.005,50,40,0.02,227,40,0.0815,21.475,16.725
2,0.005,50,40,0.02,194,40,0.088,24.7,14.125
2,0.005,50,40,0.02,195,40,0.09,24.425,14.2
3,0.005,50,40,0.02,228,40,0.079,21.075,16.75
2,0.005,50,40,0.02,196,40,0.093,24.15,14.275
3,0.005,50,40,0.02,229,40,0.08025,20.725,16.775
