BehaviorSpace results (NetLogo 6.4.0),Table version 2.0,,,,,,,,
红绿__Traffic 2 Lanes.nlogo,,,,,,,,,
experiment21,,,,,,,,,
01/25/2024 04:46:40:149 +0800,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,0.035224419,23.76629099,560.458621
-20,20,-8,8,,,,,,
[run number],acceleration,max-patience,number-of-cars,deceleration,[step],count turtles,mean [speed] of turtles,mean [patience] of turtles,average-wait-time
2,0.005,50,60,0.02,7652,60,0.030833333,23.75,329.5166667
3,0.005,50,60,0.02,6970,60,0.034,22.68333333,296
2,0.005,50,60,0.02,7653,60,0.031,24.18333333,329.5666667
3,0.005,50,60,0.02,6971,60,0.0345,24.71666667,296.0333333
2,0.005,50,60,0.02,7654,60,0.0325,23.75,329.5833333
3,0.005,50,60,0.02,6972,60,0.035583333,25.11666667,296.0666667
2,0.005,50,60,0.02,7655,60,0.032833333,23.33333333,329.6166667
1,0.005,50,60,0.02,295,60,0.031916667,20.11666667,37.05
3,0.005,50,60,0.02,6973,60,0.034083333,24.65,296.1
2,0.005,50,60,0.02,7656,60,0.033,23.73333333,329.6333333
3,0.005,50,60,0.02,6974,60,0.034166667,24.25,296.1333333
2,0.005,50,60,0.02,7657,60,0.033416667,23.33333333,329.6666667
3,0.005,50,60,0.02,6975,60,0.034166667,23.85,296.1666667
2,0.005,50,60,0.02,7658,60,0.0295,22.83333333,329.6833333
3,0.005,50,60,0.02,6976,60,0.035166667,24.28333333,296.2
2,0.005,50,60,0.02,7659,60,0.028916667,24.05,329.7
3,0.005,50,60,0.02,6977,60,0.0355,23.86666667,296.2333333
2,0.005,50,60,0.02,7660,60,0.028666667,24.45,329.7333333
3,0.005,50,60,0.02,6978,60,0.033916667,23.38333333,296.2666667
2,0.005,50,60,0.02,7661,60,0.028333333,24.88333333,329.7666667
3,0.005,50,60,0.02,6979,60,0.032416667,22.88333333,296.3
3,0.005,50,60,0.02,6980,60,0.032333333,23.26666667,296.3333333
3,0.005,50,60,0.02,6981,60,0.035,23.73333333,296.3666667
3,0.005,50,60,0.02,6982,60,0.036583333,24.23333333,296.4
3,0.005,50,60,0.02,6983,60,0.036166667,23.78333333,296.4333333
3,0.005,50,60,0.02,6984,60,0.035666667,23.36666667,296.4666667
3,0.005,50,60,0.02,6985,60,0.0375,22.9,296.5
3,0.005,50,60,0.02,6986,60,0.036833333,22.45,296.5333333
3,0.005,50,60,0.02,6987,60,0.037083333,22.01666667,296.5666667
3,0.005,50,60,0.02,6988,60,0.038333333,21.63333333,296.6
3,0.005,50,60,0.02,6989,60,0.033083333,21.21666667,296.65
3,0.005,50,60,0.02,6990,60,0.032416667,21.58333333,296.7
3,0.005,50,60,0.02,6991,60,0.029083333,21.15,296.75
3,0.005,50,60,0.02,6992,60,0.028833333,20.68333333,296.7666667
3,0.005,50,60,0.02,6993,60,0.0285,20.2,296.8
3,0.005,50,60,0.02,6994,60,0.028166667,20.61666667,296.8166667
3,0.005,50,60,0.02,6995,60,0.024583333,20.96666667,296.85
3,0.005,50,60,0.02,6996,60,0.02325,21.31666667,296.9
3,0.005,50,60,0.02,6997,60,0.024666667,20.91666667,296.9166667
3,0.005,50,60,0.02,6998,60,0.026583333,20.53333333,296.9333333
1,0.005,50,60,0.02,296,60,0.032666667,21.31666667,37.06666667
3,0.005,50,60,0.02,6999,60,0.02825,20.96666667,296.95
3,0.005,50,60,0.02,7000,60,0.028166667,21.38333333,296.9833333
3,0.005,50,60,0.02,7001,60,0.027666667,20.95,297.0166667
3,0.005,50,60,0.02,7002,60,0.029166667,20.58333333,297.0333333
3,0.005,50,60,0.02,7003,60,0.030833333,21.01666667,297.05
3,0.005,50,60,0.02,7004,60,0.031333333,21.41666667,297.0666667
3,0.005,50,60,0.02,7005,60,0.029833333,21.76666667,297.1166667
3,0.005,50,60,0.02,7006,60,0.03075,22.23333333,297.1333333
3,0.005,50,60,0.02,7007,60,0.032333333,22.66666667,297.15
3,0.005,50,60,0.02,7008,60,0.033083333,23.08333333,297.1833333
3,0.005,50,60,0.02,7009,60,0.034916667,23.56666667,297.2
3,0.005,50,60,0.02,7010,60,0.0355,23.21666667,297.2166667
3,0.005,50,60,0.02,7011,60,0.037916667,22.9,297.2333333
3,0.005,50,60,0.02,7012,60,0.037166667,23.38333333,297.2666667
3,0.005,50,60,0.02,7013,60,0.038,24.71666667,297.2833333
3,0.005,50,60,0.02,7014,60,0.038666667,24.41666667,297.3
3,0.005,50,60,0.02,7015,60,0.040083333,24.1,297.3166667
3,0.005,50,60,0.02,7016,60,0.039833333,25.4,297.35
3,0.005,50,60,0.02,7017,60,0.039916667,25.06666667,297.3666667
3,0.005,50,60,0.02,7018,60,0.037083333,24.58333333,297.4
3,0.005,50,60,0.02,7019,60,0.038083333,24.21666667,297.4166667
3,0.005,50,60,0.02,7020,60,0.037166667,24.65,297.45
3,0.005,50,60,0.02,7021,60,0.038666667,25.96666667,297.4666667
3,0.005,50,60,0.02,7022,60,0.037333333,27.21666667,297.4833333
3,0.005,50,60,0.02,7023,60,0.036666667,27.61666667,297.5
3,0.005,50,60,0.02,7024,60,0.036,27.18333333,297.5333333
3,0.005,50,60,0.02,7025,60,0.0365,26.81666667,297.5666667
3,0.005,50,60,0.02,7026,60,0.03825,27.25,297.5833333
3,0.005,50,60,0.02,7027,60,0.039083333,26.88333333,297.6
3,0.005,50,60,0.02,7028,60,0.04,26.51666667,297.6166667
3,0.005,50,60,0.02,7029,60,0.038,26.06666667,297.6333333
3,0.005,50,60,0.02,7030,60,0.038666667,26.53333333,297.6666667
3,0.005,50,60,0.02,7031,60,0.040166667,26.15,297.6833333
3,0.005,50,60,0.02,7032,60,0.040166667,27.41666667,297.7
3,0.005,50,60,0.02,7033,60,0.039,27.83333333,297.7166667
3,0.005,50,60,0.02,7034,60,0.0375,27.38333333,297.7333333
3,0.005,50,60,0.02,7035,60,0.034166667,27.03333333,297.7666667
3,0.005,50,60,0.02,7036,60,0.030166667,26.65,297.8
3,0.005,50,60,0.02,7037,60,0.030083333,26.25,297.8166667
3,0.005,50,60,0.02,7038,60,0.030416667,25.86666667,297.8333333
3,0.005,50,60,0.02,7039,60,0.028666667,26.25,297.8833333
3,0.005,50,60,0.02,7040,60,0.029833333,25.86666667,297.9333333
3,0.005,50,60,0.02,7041,60,0.030583333,26.3,297.9833333
3,0.005,50,60,0.02,7042,60,0.030916667,26.73333333,298.0333333
3,0.005,50,60,0.02,7043,60,0.030666667,27.16666667,298.0833333
3,0.005,50,60,0.02,7044,60,0.030333333,26.71666667,298.1333333
3,0.005,50,60,0.02,7045,60,0.029666667,27.1,298.1833333
3,0.005,50,60,0.02,7046,60,0.028333333,27.48333333,298.2333333
1,0.005,50,60,0.02,297,60,0.031,21.66666667,37.1
3,0.005,50,60,0.02,7047,60,0.027833333,27,298.3166667
3,0.005,50,60,0.02,7048,60,0.029916667,26.63333333,298.35
3,0.005,50,60,0.02,7049,60,0.031083333,26.21666667,298.3833333
3,0.005,50,60,0.02,7050,60,0.031083333,25.78333333,298.4333333
3,0.005,50,60,0.02,7051,60,0.027916667,25.23333333,298.5
3,0.005,50,60,0.02,7052,60,0.02925,24.81666667,298.5166667
2,0.005,50,60,0.02,7662,60,0.029333333,24.5,329.7833333
3,0.005,50,60,0.02,7053,60,0.028583333,24.36666667,298.55
3,0.005,50,60,0.02,7054,60,0.02975,23.93333333,298.5833333
3,0.005,50,60,0.02,7055,60,0.032083333,23.48333333,298.6
3,0.005,50,60,0.02,7056,60,0.0325,24.73333333,298.6166667
3,0.005,50,60,0.02,7057,60,0.033916667,24.3,298.6333333
3,0.005,50,60,0.02,7058,60,0.03025,23.76666667,298.65
3,0.005,50,60,0.02,7059,60,0.031166667,23.31666667,298.6666667
3,0.005,50,60,0.02,7060,60,0.0315,22.91666667,298.6833333
3,0.005,50,60,0.02,7061,60,0.032666667,22.51666667,298.7
3,0.005,50,60,0.02,7062,60,0.03225,22.93333333,298.7166667
3,0.005,50,60,0.02,7063,60,0.03275,24.11666667,298.7333333
3,0.005,50,60,0.02,7064,60,0.03225,24.51666667,298.7666667
3,0.005,50,60,0.02,7065,60,0.032083333,24.1,298.7833333
3,0.005,50,60,0.02,7066,60,0.03125,24.48333333,298.8
3,0.005,50,60,0.02,7067,60,0.031083333,24.06666667,298.85
3,0.005,50,60,0.02,7068,60,0.029,23.71666667,298.8666667
3,0.005,50,60,0.02,7069,60,0.029583333,23.31666667,298.8833333
3,0.005,50,60,0.02,7070,60,0.030916667,22.93333333,298.9
3,0.005,50,60,0.02,7071,60,0.03175,22.58333333,298.9333333
3,0.005,50,60,0.02,7072,60,0.032083333,23.86666667,298.9666667
3,0.005,50,60,0.02,7073,60,0.032416667,25.15,298.9833333
3,0.005,50,60,0.02,7074,60,0.029916667,25.51666667,299
3,0.005,50,60,0.02,7075,60,0.02975,25.93333333,299.0333333
3,0.005,50,60,0.02,7076,60,0.0305,25.53333333,299.05
3,0.005,50,60,0.02,7077,60,0.030583333,25.05,299.0833333
3,0.005,50,60,0.02,7078,60,0.03,24.63333333,299.1
3,0.005,50,60,0.02,7079,60,0.029666667,24.16666667,299.1333333
3,0.005,50,60,0.02,7080,60,0.028166667,24.58333333,299.15
3,0.005,50,60,0.02,7081,60,0.03,24.23333333,299.1666667
3,0.005,50,60,0.02,7082,60,0.032083333,23.86666667,299.1833333
3,0.005,50,60,0.02,7083,60,0.031416667,23.45,299.2
3,0.005,50,60,0.02,7084,60,0.031333333,23.1,299.2166667
3,0.005,50,60,0.02,7085,60,0.032666667,22.71666667,299.2333333
3,0.005,50,60,0.02,7086,60,0.0315,22.3,299.25
3,0.005,50,60,0.02,7087,60,0.0345,22.8,299.2666667
3,0.005,50,60,0.02,7088,60,0.034666667,22.41666667,299.2833333
3,0.005,50,60,0.02,7089,60,0.034916667,22.86666667,299.3166667
3,0.005,50,60,0.02,7090,60,0.033666667,24.1,299.35
3,0.005,50,60,0.02,7091,60,0.033666667,24.51666667,299.3833333
3,0.005,50,60,0.02,7092,60,0.033916667,24.08333333,299.4166667
3,0.005,50,60,0.02,7093,60,0.034083333,23.68333333,299.45
3,0.005,50,60,0.02,7094,60,0.033666667,24.08333333,299.4833333
3,0.005,50,60,0.02,7095,60,0.02775,25.26666667,299.55
3,0.005,50,60,0.02,7096,60,0.028583333,25.7,299.6
3,0.005,50,60,0.02,7097,60,0.0295,25.26666667,299.6333333
3,0.005,50,60,0.02,7098,60,0.030583333,24.93333333,299.6833333
3,0.005,50,60,0.02,7099,60,0.029583333,25.3,299.7333333
1,0.005,50,60,0.02,298,60,0.032333333,21.28333333,37.11666667
3,0.005,50,60,0.02,7100,60,0.029416667,24.85,299.7833333
3,0.005,50,60,0.02,7101,60,0.029166667,25.23333333,299.8333333
3,0.005,50,60,0.02,7102,60,0.029166667,25.58333333,299.9
3,0.005,50,60,0.02,7103,60,0.028583333,25.11666667,299.95
3,0.005,50,60,0.02,7104,60,0.030583333,24.71666667,300
3,0.005,50,60,0.02,7105,60,0.032083333,24.28333333,300.05
3,0.005,50,60,0.02,7106,60,0.030083333,23.85,300.1166667
3,0.005,50,60,0.02,7107,60,0.02925,24.21666667,300.1666667
3,0.005,50,60,0.02,7108,60,0.03,23.73333333,300.2166667
3,0.005,50,60,0.02,7109,60,0.03175,23.35,300.2666667
3,0.005,50,60,0.02,7110,60,0.026166667,22.85,300.35
3,0.005,50,60,0.02,7111,60,0.027166667,22.4,300.3833333
3,0.005,50,60,0.02,7112,60,0.029333333,22.81666667,300.4
3,0.005,50,60,0.02,7113,60,0.029166667,23.15,300.4166667
3,0.005,50,60,0.02,7114,60,0.029333333,23.56666667,300.45
3,0.005,50,60,0.02,7115,60,0.031166667,24,300.4666667
3,0.005,50,60,0.02,7116,60,0.031,24.38333333,300.4833333
2,0.005,50,60,0.02,7663,60,0.029166667,24.1,329.8
3,0.005,50,60,0.02,7117,60,0.03325,23.98333333,300.5
2,0.005,50,60,0.02,7664,60,0.028833333,24.51666667,329.8166667
3,0.005,50,60,0.02,7118,60,0.034166667,26.01666667,300.5333333
2,0.005,50,60,0.02,7665,60,0.028333333,24.1,329.85
3,0.005,50,60,0.02,7119,60,0.03125,26.46666667,300.55
2,0.005,50,60,0.02,7666,60,0.028083333,23.71666667,329.8666667
3,0.005,50,60,0.02,7120,60,0.03225,26.91666667,300.5666667
2,0.005,50,60,0.02,7667,60,0.030083333,23.4,329.8833333
3,0.005,50,60,0.02,7121,60,0.031083333,26.45,300.5833333
2,0.005,50,60,0.02,7668,60,0.03175,23.86666667,329.9
3,0.005,50,60,0.02,7122,60,0.03225,26.05,300.6
3,0.005,50,60,0.02,7123,60,0.032333333,26.46666667,300.65
2,0.005,50,60,0.02,7669,60,0.032166667,23.53333333,329.9166667
3,0.005,50,60,0.02,7124,60,0.034916667,26.11666667,300.6666667
3,0.005,50,60,0.02,7125,60,0.035083333,25.73333333,300.7
2,0.005,50,60,0.02,7670,60,0.032416667,23.15,329.95
2,0.005,50,60,0.02,7671,60,0.033416667,22.78333333,329.9666667
3,0.005,50,60,0.02,7126,60,0.035,26.96666667,300.7333333
2,0.005,50,60,0.02,7672,60,0.0345,22.45,329.9833333
3,0.005,50,60,0.02,7127,60,0.034,26.5,300.7666667
2,0.005,50,60,0.02,7673,60,0.034916667,22.08333333,330
3,0.005,50,60,0.02,7128,60,0.033833333,26.08333333,300.7833333
2,0.005,50,60,0.02,7674,60,0.03825,21.75,330.0166667
1,0.005,50,60,0.02,299,60,0.0325,20.88333333,37.13333333
3,0.005,50,60,0.02,7129,60,0.036083333,25.71666667,300.8
2,0.005,50,60,0.02,7675,60,0.039333333,21.41666667,330.0666667
3,0.005,50,60,0.02,7130,60,0.03825,25.38333333,300.8166667
2,0.005,50,60,0.02,7676,60,0.039166667,21.03333333,330.0833333
2,0.005,50,60,0.02,7677,60,0.040416667,20.68333333,330.1
3,0.005,50,60,0.02,7131,60,0.03825,25,300.85
3,0.005,50,60,0.02,7132,60,0.038916667,24.6,300.8666667
2,0.005,50,60,0.02,7678,60,0.042,21.13333333,330.1333333
2,0.005,50,60,0.02,7679,60,0.041916667,20.73333333,330.1666667
3,0.005,50,60,0.02,7133,60,0.041,24.25,300.8833333
3,0.005,50,60,0.02,7134,60,0.04225,23.9,300.9
2,0.005,50,60,0.02,7680,60,0.040083333,22.83333333,330.2
2,0.005,50,60,0.02,7681,60,0.039916667,23.28333333,330.2333333
3,0.005,50,60,0.02,7135,60,0.044583333,23.61666667,300.9166667
2,0.005,50,60,0.02,7682,60,0.040416667,22.93333333,330.25
3,0.005,50,60,0.02,7136,60,0.04275,24,300.9333333
2,0.005,50,60,0.02,7683,60,0.039166667,23.4,330.2833333
3,0.005,50,60,0.02,7137,60,0.042833333,26.13333333,300.95
2,0.005,50,60,0.02,7684,60,0.038,23,330.3333333
3,0.005,50,60,0.02,7138,60,0.043083333,25.71666667,300.9666667
2,0.005,50,60,0.02,7685,60,0.038333333,22.6,330.35
3,0.005,50,60,0.02,7139,60,0.043083333,25.31666667,300.9833333
2,0.005,50,60,0.02,7686,60,0.038416667,22.2,330.3666667
3,0.005,50,60,0.02,7140,60,0.04125,27.48333333,301
2,0.005,50,60,0.02,7687,60,0.036,21.75,330.3833333
3,0.005,50,60,0.02,7141,60,0.041,27.93333333,301.0166667
2,0.005,50,60,0.02,7688,60,0.035333333,23.03333333,330.4
3,0.005,50,60,0.02,7142,60,0.039166667,28.35,301.0333333
2,0.005,50,60,0.02,7689,60,0.035583333,25.1,330.4333333
3,0.005,50,60,0.02,7143,60,0.039333333,28.81666667,301.05
2,0.005,50,60,0.02,7690,60,0.035583333,24.66666667,330.45
3,0.005,50,60,0.02,7144,60,0.039416667,28.41666667,301.0666667
3,0.005,50,60,0.02,7145,60,0.041,28.05,301.1
3,0.005,50,60,0.02,7146,60,0.040666667,28.48333333,301.1166667
3,0.005,50,60,0.02,7147,60,0.0415,28.11666667,301.1333333
3,0.005,50,60,0.02,7148,60,0.04225,29.43333333,301.15
3,0.005,50,60,0.02,7149,60,0.044416667,29.08333333,301.1833333
3,0.005,50,60,0.02,7150,60,0.04175,28.63333333,301.2166667
3,0.005,50,60,0.02,7151,60,0.037083333,28.25,301.25
3,0.005,50,60,0.02,7152,60,0.039166667,27.91666667,301.2833333
3,0.005,50,60,0.02,7153,60,0.04075,27.58333333,301.3166667
3,0.005,50,60,0.02,7154,60,0.04325,27.25,301.35
3,0.005,50,60,0.02,7155,60,0.041583333,26.85,301.3833333
3,0.005,50,60,0.02,7156,60,0.040333333,26.43333333,301.45
3,0.005,50,60,0.02,7157,60,0.037333333,26.03333333,301.5
3,0.005,50,60,0.02,7158,60,0.035583333,25.53333333,301.55
3,0.005,50,60,0.02,7159,60,0.036166667,25.16666667,301.6
3,0.005,50,60,0.02,7160,60,0.033916667,25.55,301.65
3,0.005,50,60,0.02,7161,60,0.0345,25.11666667,301.7
3,0.005,50,60,0.02,7162,60,0.035416667,25.56666667,301.75
3,0.005,50,60,0.02,7163,60,0.032833333,25.08333333,301.8
3,0.005,50,60,0.02,7164,60,0.034083333,24.66666667,301.85
3,0.005,50,60,0.02,7165,60,0.0295,24.23333333,301.9166667
3,0.005,50,60,0.02,7166,60,0.028333333,23.78333333,301.9666667
3,0.005,50,60,0.02,7167,60,0.0295,24.18333333,302.0166667
3,0.005,50,60,0.02,7168,60,0.0285,23.73333333,302.0666667
3,0.005,50,60,0.02,7169,60,0.026416667,23.33333333,302.1166667
3,0.005,50,60,0.02,7170,60,0.0265,23.71666667,302.1666667
3,0.005,50,60,0.02,7171,60,0.027916667,24.13333333,302.2
3,0.005,50,60,0.02,7172,60,0.026583333,24.48333333,302.2166667
3,0.005,50,60,0.02,7173,60,0.02675,24.05,302.2666667
3,0.005,50,60,0.02,7174,60,0.026666667,24.4,302.3
3,0.005,50,60,0.02,7175,60,0.027666667,23.91666667,302.3166667
3,0.005,50,60,0.02,7176,60,0.02375,23.4,302.35
3,0.005,50,60,0.02,7177,60,0.026166667,23.8,302.3666667
3,0.005,50,60,0.02,7178,60,0.028166667,24.2,302.4
1,0.005,50,60,0.02,300,60,0.032583333,20.45,37.15
3,0.005,50,60,0.02,7179,60,0.02925,23.76666667,302.4166667
3,0.005,50,60,0.02,7180,60,0.03125,24.2,302.4333333
3,0.005,50,60,0.02,7181,60,0.031416667,24.58333333,302.45
3,0.005,50,60,0.02,7182,60,0.031083333,24.1,302.4833333
3,0.005,50,60,0.02,7183,60,0.032916667,23.66666667,302.5
3,0.005,50,60,0.02,7184,60,0.035083333,23.3,302.5166667
3,0.005,50,60,0.02,7185,60,0.036666667,22.9,302.5333333
3,0.005,50,60,0.02,7186,60,0.036416667,23.31666667,302.55
3,0.005,50,60,0.02,7187,60,0.037916667,22.91666667,302.5666667
3,0.005,50,60,0.02,7188,60,0.0375,22.53333333,302.5833333
3,0.005,50,60,0.02,7189,60,0.040583333,23,302.6
3,0.005,50,60,0.02,7190,60,0.041666667,23.48333333,302.6333333
3,0.005,50,60,0.02,7191,60,0.0405,23.05,302.65
3,0.005,50,60,0.02,7192,60,0.04,22.63333333,302.6833333
3,0.005,50,60,0.02,7193,60,0.041416667,23.9,302.7166667
3,0.005,50,60,0.02,7194,60,0.043,24.38333333,302.7333333
3,0.005,50,60,0.02,7195,60,0.042916667,24.81666667,302.75
3,0.005,50,60,0.02,7196,60,0.04425,24.45,302.7666667
3,0.005,50,60,0.02,7197,60,0.045,24.08333333,302.8
3,0.005,50,60,0.02,7198,60,0.045,23.68333333,302.8166667
3,0.005,50,60,0.02,7199,60,0.042833333,24.1,302.8333333
3,0.005,50,60,0.02,7200,60,0.040916667,23.71666667,302.85
3,0.005,50,60,0.02,7201,60,0.041583333,24.18333333,302.8833333
3,0.005,50,60,0.02,7202,60,0.040166667,23.76666667,302.9
3,0.005,50,60,0.02,7203,60,0.041916667,23.46666667,302.9166667
3,0.005,50,60,0.02,7204,60,0.041333333,23.06666667,302.9333333
3,0.005,50,60,0.02,7205,60,0.042333333,22.75,302.95
3,0.005,50,60,0.02,7206,60,0.044333333,22.43333333,302.9666667
3,0.005,50,60,0.02,7207,60,0.043833333,22.06666667,302.9833333
3,0.005,50,60,0.02,7208,60,0.044,23.36666667,303
3,0.005,50,60,0.02,7209,60,0.043166667,22.98333333,303.0166667
3,0.005,50,60,0.02,7210,60,0.03725,22.56666667,303.0333333
3,0.005,50,60,0.02,7211,60,0.03725,22.11666667,303.0666667
3,0.005,50,60,0.02,7212,60,0.036666667,22.5,303.1
3,0.005,50,60,0.02,7213,60,0.03625,22.93333333,303.1333333
3,0.005,50,60,0.02,7214,60,0.037416667,23.4,303.1666667
3,0.005,50,60,0.02,7215,60,0.038083333,23.86666667,303.2
3,0.005,50,60,0.02,7216,60,0.03875,23.43333333,303.2333333
3,0.005,50,60,0.02,7217,60,0.039583333,23.01666667,303.2666667
3,0.005,50,60,0.02,7218,60,0.0385,23.36666667,303.3
3,0.005,50,60,0.02,7219,60,0.039333333,23.78333333,303.3333333
3,0.005,50,60,0.02,7220,60,0.03975,24.21666667,303.3666667
3,0.005,50,60,0.02,7221,60,0.039,24.58333333,303.4
3,0.005,50,60,0.02,7222,60,0.037416667,24.9,303.45
3,0.005,50,60,0.02,7223,60,0.032583333,24.43333333,303.5
2,0.005,50,60,0.02,7691,60,0.037833333,25.13333333,330.4833333
3,0.005,50,60,0.02,7224,60,0.033833333,24.01666667,303.5333333
2,0.005,50,60,0.02,7692,60,0.036583333,25.48333333,330.5
3,0.005,50,60,0.02,7225,60,0.03475,24.45,303.5833333
2,0.005,50,60,0.02,7693,60,0.038,25.11666667,330.5333333
3,0.005,50,60,0.02,7226,60,0.036416667,24.06666667,303.6166667
2,0.005,50,60,0.02,7694,60,0.037583333,24.68333333,330.5833333
3,0.005,50,60,0.02,7227,60,0.030916667,24.41666667,303.6666667
2,0.005,50,60,0.02,7695,60,0.039166667,26,330.6166667
3,0.005,50,60,0.02,7228,60,0.03075,24.83333333,303.7
2,0.005,50,60,0.02,7696,60,0.034916667,25.6,330.6666667
3,0.005,50,60,0.02,7229,60,0.033833333,24.46666667,303.7333333
2,0.005,50,60,0.02,7697,60,0.0365,26.05,330.7
3,0.005,50,60,0.02,7230,60,0.032166667,23.98333333,303.7833333
2,0.005,50,60,0.02,7698,60,0.036833333,27.33333333,330.75
3,0.005,50,60,0.02,7231,60,0.034416667,23.61666667,303.8
2,0.005,50,60,0.02,7699,60,0.035083333,27.68333333,330.8
3,0.005,50,60,0.02,7232,60,0.03475,24.05,303.8166667
2,0.005,50,60,0.02,7700,60,0.034166667,28.88333333,330.85
3,0.005,50,60,0.02,7233,60,0.030666667,24.46666667,303.85
3,0.005,50,60,0.02,7234,60,0.030333333,24.88333333,303.8666667
2,0.005,50,60,0.02,7701,60,0.03475,29.25,330.9166667
1,0.005,50,60,0.02,301,60,0.032166667,21.71666667,37.18333333
2,0.005,50,60,0.02,7702,60,0.03075,28.78333333,330.9833333
3,0.005,50,60,0.02,7235,60,0.0305,24.46666667,303.8833333
2,0.005,50,60,0.02,7703,60,0.025583333,28.3,331.05
3,0.005,50,60,0.02,7236,60,0.032,24.06666667,303.9
3,0.005,50,60,0.02,7237,60,0.033666667,23.7,303.9166667
1,0.005,50,60,0.02,302,60,0.034,21.35,37.2
3,0.005,50,60,0.02,7238,60,0.0325,23.26666667,303.9333333
2,0.005,50,60,0.02,7704,60,0.026583333,27.86666667,331.1
3,0.005,50,60,0.02,7239,60,0.033583333,23.71666667,303.95
2,0.005,50,60,0.02,7705,60,0.02725,27.43333333,331.15
3,0.005,50,60,0.02,7240,60,0.0335,23.33333333,303.9666667
2,0.005,50,60,0.02,7706,60,0.02725,28.61666667,331.2
3,0.005,50,60,0.02,7241,60,0.035,23.76666667,303.9833333
2,0.005,50,60,0.02,7707,60,0.025833333,28.98333333,331.2666667
3,0.005,50,60,0.02,7242,60,0.033333333,23.33333333,304.0166667
2,0.005,50,60,0.02,7708,60,0.026166667,28.55,331.3166667
3,0.005,50,60,0.02,7243,60,0.036583333,23.81666667,304.0333333
2,0.005,50,60,0.02,7709,60,0.025916667,28.06666667,331.3833333
3,0.005,50,60,0.02,7244,60,0.037583333,23.48333333,304.05
2,0.005,50,60,0.02,7710,60,0.0255,27.56666667,331.4333333
3,0.005,50,60,0.02,7245,60,0.03675,23.08333333,304.0666667
1,0.005,50,60,0.02,303,60,0.034,21.76666667,37.23333333
3,0.005,50,60,0.02,7246,60,0.036833333,23.53333333,304.0833333
3,0.005,50,60,0.02,7247,60,0.0355,23.13333333,304.1
3,0.005,50,60,0.02,7248,60,0.032083333,22.76666667,304.1333333
3,0.005,50,60,0.02,7249,60,0.03275,22.43333333,304.15
3,0.005,50,60,0.02,7250,60,0.0315,22.05,304.1666667
3,0.005,50,60,0.02,7251,60,0.033666667,21.71666667,304.1833333
3,0.005,50,60,0.02,7252,60,0.033083333,22.15,304.2
3,0.005,50,60,0.02,7253,60,0.033416667,22.6,304.2333333
3,0.005,50,60,0.02,7254,60,0.032833333,23.85,304.25
3,0.005,50,60,0.02,7255,60,0.033666667,24.33333333,304.2833333
3,0.005,50,60,0.02,7256,60,0.035416667,24.83333333,304.3
3,0.005,50,60,0.02,7257,60,0.0335,24.43333333,304.35
3,0.005,50,60,0.02,7258,60,0.031416667,24,304.3666667
3,0.005,50,60,0.02,7259,60,0.031666667,25.28333333,304.4
3,0.005,50,60,0.02,7260,60,0.03125,25.73333333,304.45
3,0.005,50,60,0.02,7261,60,0.031833333,26.13333333,304.4833333
3,0.005,50,60,0.02,7262,60,0.03125,25.66666667,304.5333333
3,0.005,50,60,0.02,7263,60,0.03275,25.28333333,304.5666667
3,0.005,50,60,0.02,7264,60,0.031833333,25.68333333,304.6166667
3,0.005,50,60,0.02,7265,60,0.033166667,26.15,304.6833333
3,0.005,50,60,0.02,7266,60,0.0355,25.76666667,304.7166667
3,0.005,50,60,0.02,7267,60,0.035333333,26.21666667,304.75
3,0.005,50,60,0.02,7268,60,0.033166667,25.78333333,304.8
3,0.005,50,60,0.02,7269,60,0.03375,25.45,304.85
3,0.005,50,60,0.02,7270,60,0.034416667,25.08333333,304.8833333
3,0.005,50,60,0.02,7271,60,0.02925,24.7,304.9166667
3,0.005,50,60,0.02,7272,60,0.032333333,25.23333333,304.95
3,0.005,50,60,0.02,7273,60,0.027833333,24.9,305
3,0.005,50,60,0.02,7274,60,0.028916667,24.55,305.0333333
3,0.005,50,60,0.02,7275,60,0.02575,24.1,305.0666667
3,0.005,50,60,0.02,7276,60,0.028666667,23.76666667,305.1
3,0.005,50,60,0.02,7277,60,0.025833333,23.35,305.15
3,0.005,50,60,0.02,7278,60,0.027,22.95,305.2
3,0.005,50,60,0.02,7279,60,0.026666667,22.6,305.2333333
3,0.005,50,60,0.02,7280,60,0.029083333,22.21666667,305.2666667
3,0.005,50,60,0.02,7281,60,0.028916667,21.83333333,305.3
3,0.005,50,60,0.02,7282,60,0.029083333,22.26666667,305.3666667
3,0.005,50,60,0.02,7283,60,0.028666667,22.73333333,305.4166667
3,0.005,50,60,0.02,7284,60,0.028666667,23.15,305.4666667
3,0.005,50,60,0.02,7285,60,0.026916667,24.35,305.5333333
3,0.005,50,60,0.02,7286,60,0.025833333,23.9,305.5833333
3,0.005,50,60,0.02,7287,60,0.026,23.5,305.6333333
3,0.005,50,60,0.02,7288,60,0.02525,23.05,305.7166667
3,0.005,50,60,0.02,7289,60,0.025583333,23.51666667,305.7666667
3,0.005,50,60,0.02,7290,60,0.02475,23.08333333,305.8166667
3,0.005,50,60,0.02,7291,60,0.025666667,23.51666667,305.8333333
3,0.005,50,60,0.02,7292,60,0.027166667,23.1,305.85
